freq_A,freq_B,freq_C,freq_D,freq_1,freq_2,first_char_A,first_char_B,first_char_C,first_char_D,first_char_1,first_char_2,last_char_A,last_char_B,last_char_C,last_char_D,last_char_1,last_char_2,count_AB,count_BA,count_CD,count_DC,count_12,count_21,letter_number_transitions,max_run_length,num_runs,entropy,letter_ratio,number_ratio
3,7,3,0,4,3,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,9,5,16,2.2261207468426805,0.65,0.35
2,7,4,3,2,2,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,7,3,18,2.4016094970590274,0.8,0.2
2,6,0,6,6,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,5,3,13,1.895461844238322,0.7,0.3
4,2,2,5,4,3,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,11,3,17,2.503701696057348,0.65,0.35
4,6,2,2,2,4,0,0,0,0,0,1,0,1,0,0,0,0,2,1,0,1,1,1,3,3,14,2.446439344671016,0.7,0.3
3,3,5,4,3,2,0,0,1,0,0,0,0,0,0,0,1,0,0,2,1,2,0,0,7,2,16,2.5282129458410014,0.75,0.25
4,5,4,3,3,1,0,0,1,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,8,2,18,2.465957320949175,0.8,0.2
2,3,6,5,1,3,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,2,0,0,6,2,15,2.390468570732828,0.8,0.2
2,6,2,7,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,3,2,17,2.2638651219508543,0.85,0.15
1,2,3,4,3,7,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,11,3,17,2.363865121950854,0.5,0.5
5,4,5,1,1,4,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,10,3,16,2.360964047443681,0.75,0.25
4,0,5,3,4,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,11,3,17,2.303701696057348,0.6,0.4
4,4,4,1,1,6,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,9,2,18,2.3464393446710154,0.65,0.35
4,2,2,4,6,2,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,9,3,16,2.4464393446710155,0.6,0.4
3,4,2,2,6,3,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,10,2,17,2.4709505944546684,0.55,0.45
1,2,6,2,3,6,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,10,4,15,2.3332062193464953,0.55,0.45
1,4,3,3,5,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,11,2,17,2.465957320949175,0.55,0.45
4,4,5,3,2,2,1,0,0,0,0,0,0,0,1,0,0,0,2,1,0,1,1,0,6,3,16,2.503701696057348,0.8,0.2
6,4,0,3,3,4,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,9,3,16,2.2709505944546686,0.65,0.35
7,4,1,5,1,2,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,5,3,16,2.2588718484453603,0.85,0.15
1,2,8,3,2,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,1,0,1,7,2,16,2.2841837197791888,0.7,0.3
0,4,4,3,9,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,3,16,1.8577174691301483,0.55,0.45
3,3,0,5,3,6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,11,2,17,2.2527241956246544,0.55,0.45
4,2,4,2,2,6,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,10,3,16,2.4464393446710155,0.6,0.4
3,3,1,4,4,5,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,2,7,2,18,2.4659573209491747,0.55,0.45
4,7,2,2,3,2,0,1,0,0,0,0,1,0,0,0,0,0,1,3,1,0,0,1,8,4,17,2.4016094970590274,0.75,0.25
1,5,6,1,3,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,10,2,15,2.3282129458410017,0.65,0.35
3,4,3,4,3,3,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,12,1,20,2.5709505944546684,0.7,0.3
4,3,3,3,4,3,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,3,1,3,2,17,2.5709505944546684,0.65,0.35
5,5,2,1,6,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,10,3,18,2.2854752972273347,0.65,0.35
4,4,0,5,4,3,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,1,9,3,18,2.303701696057348,0.65,0.35
4,3,2,5,3,3,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,10,2,18,2.528212945841002,0.7,0.3
4,4,1,5,4,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,11,2,17,2.4414460711655215,0.7,0.3
3,2,7,5,2,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,2,2,1,0,4,3,17,2.321127473337187,0.85,0.15
3,5,1,6,4,1,0,0,0,1,0,0,0,0,0,0,1,0,1,2,0,1,0,0,7,2,18,2.3282129458410017,0.75,0.25
2,2,4,4,4,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,11,2,17,2.521928094887362,0.6,0.4
5,0,4,4,2,5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,1,1,1,6,3,15,2.2609640474436814,0.65,0.35
3,3,4,6,0,4,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,6,2,17,2.2709505944546686,0.8,0.2
3,5,4,3,2,3,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,1,6,2,18,2.5282129458410014,0.75,0.25
1,5,4,3,4,3,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,12,2,17,2.4659573209491747,0.65,0.35
4,3,3,2,3,5,0,0,0,0,1,0,0,0,0,0,1,0,2,1,0,0,0,1,12,2,18,2.5282129458410014,0.6,0.4
2,5,4,2,4,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,2,17,2.503701696057348,0.65,0.35
4,3,2,2,5,4,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,8,3,15,2.5037016960573486,0.55,0.45
6,2,3,3,1,5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,9,3,16,2.390468570732828,0.7,0.3
1,4,5,4,3,3,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,10,2,17,2.4659573209491747,0.7,0.3
2,5,3,2,4,4,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,11,2,17,2.503701696057348,0.6,0.4
6,5,4,0,1,4,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,10,2,18,2.165957320949175,0.75,0.25
3,2,4,3,4,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,11,2,17,2.5464393446710156,0.6,0.4
2,2,4,6,4,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,6,3,16,2.4464393446710155,0.7,0.3
3,5,3,1,4,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,9,2,16,2.4659573209491747,0.6,0.4
1,3,4,4,4,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,1,1,0,10,2,17,2.484183719779189,0.6,0.4
4,3,2,4,5,2,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,11,2,18,2.503701696057348,0.65,0.35
0,0,4,1,10,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,2,10,2,15,1.6804820237218405,0.25,0.75
2,3,6,4,3,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,1,1,0,7,1,20,2.4709505944546684,0.75,0.25
4,5,3,2,4,2,1,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,7,3,16,2.503701696057348,0.7,0.3
1,2,3,9,4,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,2,0,0,8,3,16,2.1577174691301484,0.75,0.25
0,6,5,1,3,5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2,6,3,12,2.1477309221191607,0.6,0.4
2,7,1,2,4,4,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,14,2,19,2.3393538721672007,0.6,0.4
3,5,3,7,2,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,2,0,0,0,3,3,16,2.1833830982290134,0.9,0.1
4,6,3,3,3,1,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,7,1,20,2.433206219346495,0.8,0.2
7,2,1,3,5,2,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,9,2,18,2.321127473337187,0.65,0.35
5,3,2,2,4,4,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,12,3,17,2.503701696057348,0.6,0.4
6,4,4,2,3,1,0,0,0,1,0,0,0,0,0,0,1,0,2,1,0,1,0,1,3,4,15,2.408694969562842,0.8,0.2
1,1,5,3,4,6,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,8,2,17,2.3282129458410017,0.5,0.5
5,0,2,5,2,6,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,12,2,16,2.1854752972273346,0.6,0.4
4,4,1,4,5,2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,8,2,17,2.4414460711655215,0.65,0.35
4,4,4,3,4,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,2,1,0,8,2,18,2.484183719779189,0.75,0.25
3,3,5,5,3,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,2,0,0,0,5,3,15,2.4477309221191605,0.8,0.2
4,5,1,2,5,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13,2,17,2.4232196723355077,0.6,0.4
6,1,3,4,3,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,11,2,19,2.433206219346495,0.7,0.3
1,3,5,6,4,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,1,0,6,2,19,2.3282129458410017,0.75,0.25
5,3,4,4,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,6,2,19,2.503701696057348,0.8,0.2
3,6,4,4,0,3,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,5,2,18,2.2709505944546686,0.85,0.15
3,5,3,1,7,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,10,2,16,2.2833830982290135,0.6,0.4
4,3,4,3,3,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,7,2,16,2.5709505944546684,0.7,0.3
5,5,2,2,2,4,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,2,6,2,15,2.460964047443681,0.7,0.3
3,2,2,7,2,4,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,8,4,16,2.4016094970590274,0.7,0.3
4,1,2,3,6,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,5,3,13,2.408694969562842,0.5,0.5
3,5,2,4,2,4,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,11,2,19,2.503701696057348,0.7,0.3
3,5,2,1,5,4,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,1,1,10,2,16,2.4232196723355073,0.55,0.45
1,2,2,7,5,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,14,2,19,2.321127473337187,0.6,0.4
3,4,2,3,6,2,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,9,2,16,2.4709505944546684,0.6,0.4
2,2,4,4,3,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,1,2,8,2,15,2.503701696057348,0.6,0.4
1,3,5,5,2,4,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,12,3,16,2.4232196723355077,0.7,0.3
3,2,3,5,7,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,10,2,18,2.1833830982290134,0.65,0.35
4,3,3,3,5,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,8,3,15,2.5282129458410014,0.65,0.35
2,3,6,2,1,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,7,3,17,2.3332062193464953,0.65,0.35
7,3,1,0,3,6,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,1,7,3,14,2.0883763717345074,0.55,0.45
4,4,3,4,2,3,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,8,2,18,2.546439344671015,0.75,0.25
1,2,10,3,2,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,6,3,15,2.123219672335508,0.8,0.2
1,5,2,6,3,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,7,3,16,2.390468570732828,0.7,0.3
6,5,1,2,5,1,0,1,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,1,8,3,15,2.2854752972273342,0.7,0.3
2,6,5,1,4,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,11,2,16,2.3659573209491747,0.7,0.3
3,5,3,3,4,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,2,19,2.528212945841001,0.7,0.3
5,1,0,5,3,6,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,1,7,3,13,2.1477309221191607,0.55,0.45
4,1,3,5,4,3,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,5,3,13,2.465957320949175,0.65,0.35
0,4,5,6,1,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,8,2,17,2.165957320949175,0.75,0.25
2,4,4,4,4,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,10,2,17,2.5219280948873624,0.7,0.3
0,2,3,7,3,5,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,13,2,18,2.1833830982290134,0.6,0.4
5,1,5,0,3,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,7,3,14,2.1477309221191607,0.55,0.45
2,5,5,1,4,3,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,7,2,17,2.4232196723355077,0.65,0.35
5,2,1,6,4,2,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,7,2,17,2.3659573209491747,0.7,0.3
1,1,5,5,5,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,13,2,16,2.3427376486136673,0.6,0.4
3,4,4,2,3,4,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,9,2,16,2.5464393446710156,0.65,0.35
4,5,0,3,4,4,0,0,0,0,1,0,0,0,0,0,0,1,1,2,0,0,1,0,10,2,18,2.303701696057348,0.6,0.4
7,2,5,0,4,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,2,18,2.1588718484453606,0.7,0.3
3,4,3,4,3,3,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,10,2,18,2.5709505944546684,0.7,0.3
2,5,4,5,2,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,4,2,16,2.460964047443681,0.8,0.2
6,3,5,1,3,2,0,0,0,0,1,0,0,0,1,0,0,0,1,2,1,1,2,1,3,2,17,2.390468570732828,0.75,0.25
2,4,3,3,5,3,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,10,2,18,2.5282129458410014,0.6,0.4
2,3,2,1,6,6,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,11,2,15,2.333206219346495,0.4,0.6
2,3,1,4,5,5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,2,11,3,17,2.4232196723355077,0.5,0.5
3,1,5,4,2,5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,11,2,18,2.4232196723355077,0.65,0.35
4,1,2,4,4,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,11,2,18,2.4414460711655215,0.55,0.45
3,2,2,1,3,9,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2,10,4,16,2.219973094021975,0.4,0.6
5,2,4,1,6,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,13,3,16,2.365957320949175,0.6,0.4
6,1,5,3,2,3,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,7,3,17,2.390468570732828,0.75,0.25
5,2,3,3,5,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,9,3,16,2.485475297227334,0.65,0.35
3,6,0,3,4,4,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,10,4,15,2.2709505944546686,0.6,0.4
2,4,1,5,6,2,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,9,2,15,2.3659573209491747,0.6,0.4
5,2,3,6,2,2,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,8,3,17,2.428212945841002,0.8,0.2
6,5,2,3,2,2,0,0,0,1,0,0,0,1,0,0,0,0,2,1,0,1,0,1,6,3,16,2.4282129458410013,0.8,0.2
5,4,2,2,3,4,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,2,0,7,3,17,2.503701696057348,0.65,0.35
2,2,6,4,2,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2,1,0,10,3,18,2.4464393446710155,0.7,0.3
3,6,3,3,3,2,0,1,0,0,0,0,0,0,1,0,0,0,2,1,2,1,0,1,6,2,18,2.4954618442383216,0.75,0.25
3,2,4,2,6,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,12,2,18,2.470950594454669,0.55,0.45
2,4,3,4,4,3,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,2,1,2,6,2,18,2.5464393446710156,0.65,0.35
5,4,3,1,2,5,0,1,0,0,0,0,1,0,0,0,0,0,1,3,1,0,1,0,12,1,20,2.4232196723355073,0.65,0.35
2,3,4,3,3,5,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,7,3,14,2.528212945841002,0.6,0.4
6,3,1,5,3,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,8,3,18,2.390468570732828,0.75,0.25
2,7,3,2,4,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,8,3,17,2.4016094970590274,0.7,0.3
6,3,4,3,2,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,8,2,18,2.4709505944546684,0.8,0.2
2,5,2,3,5,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,13,2,16,2.485475297227334,0.6,0.4
2,1,4,4,5,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,3,1,1,9,2,18,2.4414460711655215,0.55,0.45
4,1,0,4,5,6,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,9,4,13,2.165957320949175,0.45,0.55
3,3,2,1,6,5,1,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,3,2,9,2,19,2.3904685707328284,0.45,0.55
4,2,4,6,0,4,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,6,4,15,2.2464393446710154,0.8,0.2
6,1,4,3,2,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,6,2,15,2.4086949695628417,0.7,0.3
9,3,1,3,2,2,0,0,0,1,0,0,1,0,0,0,0,0,2,1,0,0,0,1,4,2,13,2.219973094021975,0.8,0.2
5,5,2,5,0,3,0,0,0,0,0,1,1,0,0,0,0,0,1,2,1,0,0,0,5,1,20,2.242737648613667,0.85,0.15
2,2,0,5,4,7,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,10,3,15,2.1588718484453606,0.45,0.55
5,4,0,1,4,6,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,2,13,2,18,2.165957320949175,0.5,0.5
2,4,4,6,4,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,8,2,18,2.2464393446710154,0.8,0.2
1,4,3,3,2,7,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,2,1,11,2,19,2.363865121950854,0.55,0.45
4,6,5,1,2,2,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,5,2,17,2.3659573209491747,0.8,0.2
6,4,2,4,0,4,0,0,0,0,0,1,1,0,0,0,0,0,1,2,0,1,0,0,7,3,16,2.2464393446710154,0.8,0.2
2,3,7,4,2,2,0,0,1,0,0,0,0,0,1,0,0,0,1,1,2,1,0,1,6,3,18,2.4016094970590274,0.8,0.2
3,2,5,4,4,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,7,4,16,2.503701696057348,0.7,0.3
1,5,2,3,4,5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,10,3,15,2.4232196723355077,0.55,0.45
2,5,3,2,3,5,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,2,1,7,2,16,2.4854752972273344,0.6,0.4
2,2,1,3,4,8,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,3,2,11,2,19,2.2841837197791888,0.4,0.6
3,1,4,6,3,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,9,3,15,2.433206219346495,0.7,0.3
5,3,3,3,2,4,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,10,1,20,2.5282129458410014,0.7,0.3
5,3,3,5,1,3,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2,1,0,6,2,17,2.4477309221191605,0.8,0.2
2,3,3,7,2,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,7,3,17,2.42612074684268,0.75,0.25
1,3,7,4,2,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,6,4,13,2.363865121950854,0.75,0.25
4,4,6,3,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,4,3,13,2.408694969562842,0.85,0.15
4,3,1,4,5,3,0,1,0,0,0,0,0,0,0,0,1,0,1,2,1,0,1,1,9,2,17,2.465957320949175,0.6,0.4
4,0,6,5,3,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,8,3,14,2.2282129458410016,0.75,0.25
3,3,4,4,2,4,1,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0,0,0,11,2,19,2.546439344671015,0.7,0.3
2,7,3,1,5,2,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,8,2,15,2.321127473337187,0.65,0.35
4,3,1,7,1,4,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,9,2,18,2.3016094970590273,0.75,0.25
6,3,1,1,6,3,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,12,4,15,2.295461844238322,0.55,0.45
4,3,5,5,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,3,2,15,2.4232196723355077,0.85,0.15
2,4,1,5,3,5,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,2,8,3,15,2.4232196723355077,0.6,0.4
5,3,3,5,1,3,0,0,0,0,1,0,0,0,1,0,0,0,2,0,2,1,0,0,5,2,17,2.4477309221191605,0.8,0.2
4,3,4,1,3,5,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,11,2,18,2.465957320949175,0.6,0.4
4,4,5,2,2,3,0,0,0,1,0,0,0,0,1,0,0,0,2,1,1,1,1,1,4,2,16,2.503701696057348,0.75,0.25
4,4,3,3,4,2,1,0,0,0,0,0,0,0,0,0,1,0,2,1,1,0,1,0,9,2,19,2.546439344671015,0.7,0.3
3,3,2,5,4,3,1,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,1,10,2,17,2.528212945841002,0.65,0.35
3,2,2,3,2,8,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,9,3,16,2.346439344671015,0.5,0.5
2,5,3,2,2,6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,7,4,14,2.4282129458410013,0.6,0.4
3,2,2,3,4,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,9,2,17,2.4709505944546684,0.5,0.5
5,2,5,2,3,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,3,17,2.485475297227334,0.7,0.3
4,5,2,1,2,6,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,1,1,10,2,18,2.365957320949175,0.6,0.4
1,3,5,5,3,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,9,2,17,2.4477309221191605,0.7,0.3
2,3,6,3,6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,3,17,2.195461844238322,0.7,0.3
2,2,4,2,7,3,0,0,1,0,0,0,0,1,0,0,0,0,1,0,2,0,0,2,10,3,17,2.4016094970590274,0.5,0.5
2,4,3,6,2,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,1,6,2,18,2.4709505944546684,0.75,0.25
6,2,2,4,5,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,9,2,17,2.3659573209491747,0.7,0.3
2,4,2,5,3,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,10,3,15,2.503701696057348,0.65,0.35
5,2,4,2,4,3,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,10,2,18,2.503701696057348,0.65,0.35
1,2,4,5,3,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,2,0,11,3,18,2.4232196723355077,0.6,0.4
2,2,6,5,3,2,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,8,3,18,2.4282129458410013,0.75,0.25
3,4,6,3,3,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,6,3,16,2.433206219346495,0.8,0.2
1,2,4,4,6,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,2,1,11,3,16,2.4086949695628417,0.55,0.45
5,6,4,2,1,2,1,0,0,0,0,0,0,0,1,0,0,0,1,2,1,0,0,0,6,3,16,2.365957320949175,0.85,0.15
5,1,3,5,4,2,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,7,2,17,2.4232196723355077,0.7,0.3
3,6,5,1,0,5,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,8,3,16,2.1477309221191607,0.75,0.25
1,3,7,1,2,6,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1,11,1,20,2.2261207468426805,0.6,0.4
3,4,3,3,1,6,1,0,0,0,0,0,1,0,0,0,0,0,0,2,1,1,0,1,10,2,18,2.433206219346495,0.65,0.35
2,4,0,2,5,7,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,2,12,3,18,2.15887184844536,0.4,0.6
7,4,2,2,3,2,1,0,0,0,0,0,0,1,0,0,0,0,1,2,0,2,0,1,8,2,18,2.4016094970590274,0.75,0.25
2,5,2,1,7,3,0,1,0,0,0,0,0,1,0,0,0,0,1,2,0,0,1,1,10,2,16,2.321127473337187,0.5,0.5
7,1,3,4,1,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,2,18,2.3016094970590273,0.75,0.25
