timestamp_utc,load_mw,hour,day_of_week,day_of_month,is_weekend
2026-01-06 00:00:00+00:00,121.487,0,1,6,0
2026-01-06 00:15:00+00:00,123.746,0,1,6,0
2026-01-06 00:30:00+00:00,126.503,0,1,6,0
2026-01-06 00:45:00+00:00,110.98,0,1,6,0
2026-01-06 01:00:00+00:00,121.338,1,1,6,0
2026-01-06 01:15:00+00:00,120.884,1,1,6,0
2026-01-06 01:30:00+00:00,119.019,1,1,6,0
2026-01-06 01:45:00+00:00,123.614,1,1,6,0
2026-01-06 02:00:00+00:00,121.511,2,1,6,0
2026-01-06 02:15:00+00:00,124.941,2,1,6,0
2026-01-06 02:30:00+00:00,121.903,2,1,6,0
2026-01-06 02:45:00+00:00,119.323,2,1,6,0
2026-01-06 03:00:00+00:00,112.788,3,1,6,0
2026-01-06 03:15:00+00:00,122.748,3,1,6,0
2026-01-06 03:30:00+00:00,118.585,3,1,6,0
2026-01-06 03:45:00+00:00,126.675,3,1,6,0
2026-01-06 04:00:00+00:00,119.143,4,1,6,0
2026-01-06 04:15:00+00:00,126.873,4,1,6,0
2026-01-06 04:30:00+00:00,116.478,4,1,6,0
2026-01-06 04:45:00+00:00,124.11,4,1,6,0
2026-01-06 05:00:00+00:00,117.395,5,1,6,0
2026-01-06 05:15:00+00:00,117.818,5,1,6,0
2026-01-06 05:30:00+00:00,116.013,5,1,6,0
2026-01-06 05:45:00+00:00,131.269,5,1,6,0
2026-01-06 06:00:00+00:00,124.888,6,1,6,0
2026-01-06 06:15:00+00:00,122.382,6,1,6,0
2026-01-06 06:30:00+00:00,130.682,6,1,6,0
2026-01-06 06:45:00+00:00,116.118,6,1,6,0
2026-01-06 07:00:00+00:00,121.26,7,1,6,0
2026-01-06 07:15:00+00:00,122.999,7,1,6,0
2026-01-06 07:30:00+00:00,114.589,7,1,6,0
2026-01-06 07:45:00+00:00,120.401,7,1,6,0
2026-01-06 08:00:00+00:00,117.281,8,1,6,0
2026-01-06 08:15:00+00:00,119.752,8,1,6,0
2026-01-06 08:30:00+00:00,122.782,8,1,6,0
2026-01-06 08:45:00+00:00,118.812,8,1,6,0
2026-01-06 09:00:00+00:00,117.755,9,1,6,0
2026-01-06 09:15:00+00:00,131.459,9,1,6,0
2026-01-06 09:30:00+00:00,123.935,9,1,6,0
2026-01-06 09:45:00+00:00,116.658,9,1,6,0
2026-01-06 10:00:00+00:00,122.072,10,1,6,0
2026-01-06 10:15:00+00:00,119.073,10,1,6,0
2026-01-06 10:30:00+00:00,128.821,10,1,6,0
2026-01-06 10:45:00+00:00,121.296,10,1,6,0
2026-01-06 11:00:00+00:00,124.979,11,1,6,0
2026-01-06 11:15:00+00:00,121.98,11,1,6,0
2026-01-06 11:30:00+00:00,129.022,11,1,6,0
2026-01-06 11:45:00+00:00,115.612,11,1,6,0
2026-01-06 12:00:00+00:00,116.035,12,1,6,0
2026-01-06 12:15:00+00:00,124.313,12,1,6,0
2026-01-06 12:30:00+00:00,122.657,12,1,6,0
2026-01-06 12:45:00+00:00,114.149,12,1,6,0
2026-01-06 13:00:00+00:00,110.655,13,1,6,0
2026-01-06 13:15:00+00:00,109.446,13,1,6,0
2026-01-06 13:30:00+00:00,122.43,13,1,6,0
2026-01-06 13:45:00+00:00,118.126,13,1,6,0
2026-01-06 14:00:00+00:00,117.828,14,1,6,0
2026-01-06 14:15:00+00:00,121.675,14,1,6,0
2026-01-06 14:30:00+00:00,117.755,14,1,6,0
2026-01-06 14:45:00+00:00,119.691,14,1,6,0
2026-01-06 15:00:00+00:00,122.594,15,1,6,0
2026-01-06 15:15:00+00:00,122.032,15,1,6,0
2026-01-06 15:30:00+00:00,114.713,15,1,6,0
2026-01-06 15:45:00+00:00,120.753,15,1,6,0
2026-01-06 16:00:00+00:00,121.628,16,1,6,0
2026-01-06 16:15:00+00:00,118.924,16,1,6,0
2026-01-06 16:30:00+00:00,118.576,16,1,6,0
2026-01-06 16:45:00+00:00,119.595,16,1,6,0
2026-01-06 17:00:00+00:00,118.094,17,1,6,0
2026-01-06 17:15:00+00:00,116.926,17,1,6,0
2026-01-06 17:30:00+00:00,122.963,17,1,6,0
2026-01-06 17:45:00+00:00,120.602,17,1,6,0
2026-01-06 18:00:00+00:00,120.384,18,1,6,0
2026-01-06 18:15:00+00:00,128.015,18,1,6,0
2026-01-06 18:30:00+00:00,111.127,18,1,6,0
2026-01-06 18:45:00+00:00,120.115,18,1,6,0
2026-01-06 19:00:00+00:00,113.629,19,1,6,0
2026-01-06 19:15:00+00:00,117.342,19,1,6,0
2026-01-06 19:30:00+00:00,115.484,19,1,6,0
2026-01-06 19:45:00+00:00,123.144,19,1,6,0
2026-01-06 20:00:00+00:00,121.724,20,1,6,0
2026-01-06 20:15:00+00:00,120.418,20,1,6,0
2026-01-06 20:30:00+00:00,126.967,20,1,6,0
2026-01-06 20:45:00+00:00,111.959,20,1,6,0
2026-01-06 21:00:00+00:00,124.22,21,1,6,0
2026-01-06 21:15:00+00:00,122.178,21,1,6,0
2026-01-06 21:30:00+00:00,116.371,21,1,6,0
2026-01-06 21:45:00+00:00,118.687,21,1,6,0
2026-01-06 22:00:00+00:00,111.307,22,1,6,0
2026-01-06 22:15:00+00:00,121.516,22,1,6,0
2026-01-06 22:30:00+00:00,122.967,22,1,6,0
2026-01-06 22:45:00+00:00,117.471,22,1,6,0
2026-01-06 23:00:00+00:00,117.038,23,1,6,0
2026-01-06 23:15:00+00:00,121.758,23,1,6,0
2026-01-06 23:30:00+00:00,116.174,23,1,6,0
2026-01-06 23:45:00+00:00,119.739,23,1,6,0
2026-01-07 00:00:00+00:00,118.503,0,2,7,0
2026-01-07 00:15:00+00:00,117.889,0,2,7,0
2026-01-07 00:30:00+00:00,125.19,0,2,7,0
2026-01-07 00:45:00+00:00,105.511,0,2,7,0
2026-01-07 01:00:00+00:00,120.918,1,2,7,0
2026-01-07 01:15:00+00:00,122.991,1,2,7,0
2026-01-07 01:30:00+00:00,121.765,1,2,7,0
2026-01-07 01:45:00+00:00,112.17,1,2,7,0
2026-01-07 02:00:00+00:00,123.476,2,2,7,0
2026-01-07 02:15:00+00:00,111.076,2,2,7,0
2026-01-07 02:30:00+00:00,113.597,2,2,7,0
2026-01-07 02:45:00+00:00,119.387,2,2,7,0
2026-01-07 03:00:00+00:00,113.979,3,2,7,0
2026-01-07 03:15:00+00:00,121.977,3,2,7,0
2026-01-07 03:30:00+00:00,124.514,3,2,7,0
2026-01-07 03:45:00+00:00,128.869,3,2,7,0
2026-01-07 04:00:00+00:00,121.888,4,2,7,0
2026-01-07 04:15:00+00:00,115.18,4,2,7,0
2026-01-07 04:30:00+00:00,126.009,4,2,7,0
2026-01-07 04:45:00+00:00,125.406,4,2,7,0
2026-01-07 05:00:00+00:00,119.025,5,2,7,0
2026-01-07 05:15:00+00:00,117.143,5,2,7,0
2026-01-07 05:30:00+00:00,123.183,5,2,7,0
2026-01-07 05:45:00+00:00,118.74,5,2,7,0
2026-01-07 06:00:00+00:00,117.558,6,2,7,0
2026-01-07 06:15:00+00:00,118.678,6,2,7,0
2026-01-07 06:30:00+00:00,123.137,6,2,7,0
2026-01-07 06:45:00+00:00,120.502,6,2,7,0
2026-01-07 07:00:00+00:00,124.501,7,2,7,0
2026-01-07 07:15:00+00:00,119.572,7,2,7,0
2026-01-07 07:30:00+00:00,123.42,7,2,7,0
2026-01-07 07:45:00+00:00,119.287,7,2,7,0
2026-01-07 08:00:00+00:00,118.642,8,2,7,0
2026-01-07 08:15:00+00:00,120.91,8,2,7,0
2026-01-07 08:30:00+00:00,121.821,8,2,7,0
2026-01-07 08:45:00+00:00,113.668,8,2,7,0
2026-01-07 09:00:00+00:00,119.879,9,2,7,0
2026-01-07 09:15:00+00:00,120.694,9,2,7,0
2026-01-07 09:30:00+00:00,131.926,9,2,7,0
2026-01-07 09:45:00+00:00,123.677,9,2,7,0
2026-01-07 10:00:00+00:00,122.465,10,2,7,0
2026-01-07 10:15:00+00:00,127.268,10,2,7,0
2026-01-07 10:30:00+00:00,118.349,10,2,7,0
2026-01-07 10:45:00+00:00,123.183,10,2,7,0
2026-01-07 11:00:00+00:00,119.621,11,2,7,0
2026-01-07 11:15:00+00:00,118.426,11,2,7,0
2026-01-07 11:30:00+00:00,117.631,11,2,7,0
2026-01-07 11:45:00+00:00,124.119,11,2,7,0
2026-01-07 12:00:00+00:00,116.137,12,2,7,0
2026-01-07 12:15:00+00:00,126.346,12,2,7,0
2026-01-07 12:30:00+00:00,117.514,12,2,7,0
2026-01-07 12:45:00+00:00,117.074,12,2,7,0
2026-01-07 13:00:00+00:00,115.728,13,2,7,0
2026-01-07 13:15:00+00:00,121.905,13,2,7,0
2026-01-07 13:30:00+00:00,121.732,13,2,7,0
2026-01-07 13:45:00+00:00,121.697,13,2,7,0
2026-01-07 14:00:00+00:00,118.736,14,2,7,0
2026-01-07 14:15:00+00:00,123.023,14,2,7,0
2026-01-07 14:30:00+00:00,120.624,14,2,7,0
2026-01-07 14:45:00+00:00,116.365,14,2,7,0
2026-01-07 15:00:00+00:00,124.704,15,2,7,0
2026-01-07 15:15:00+00:00,122.712,15,2,7,0
2026-01-07 15:30:00+00:00,127.287,15,2,7,0
2026-01-07 15:45:00+00:00,117.36,15,2,7,0
2026-01-07 16:00:00+00:00,117.28,16,2,7,0
2026-01-07 16:15:00+00:00,127.568,16,2,7,0
2026-01-07 16:30:00+00:00,118.044,16,2,7,0
2026-01-07 16:45:00+00:00,115.718,16,2,7,0
2026-01-07 17:00:00+00:00,120.162,17,2,7,0
2026-01-07 17:15:00+00:00,119.818,17,2,7,0
2026-01-07 17:30:00+00:00,123.65,17,2,7,0
2026-01-07 17:45:00+00:00,119.08,17,2,7,0
2026-01-07 18:00:00+00:00,123.222,18,2,7,0
2026-01-07 18:15:00+00:00,121.655,18,2,7,0
2026-01-07 18:30:00+00:00,128.33,18,2,7,0
2026-01-07 18:45:00+00:00,120.791,18,2,7,0
2026-01-07 19:00:00+00:00,118.96,19,2,7,0
2026-01-07 19:15:00+00:00,120.181,19,2,7,0
2026-01-07 19:30:00+00:00,121.373,19,2,7,0
2026-01-07 19:45:00+00:00,121.362,19,2,7,0
2026-01-07 20:00:00+00:00,123.875,20,2,7,0
2026-01-07 20:15:00+00:00,123.945,20,2,7,0
2026-01-07 20:30:00+00:00,125.051,20,2,7,0
2026-01-07 20:45:00+00:00,121.443,20,2,7,0
2026-01-07 21:00:00+00:00,120.827,21,2,7,0
2026-01-07 21:15:00+00:00,118.669,21,2,7,0
2026-01-07 21:30:00+00:00,122.229,21,2,7,0
2026-01-07 21:45:00+00:00,120.984,21,2,7,0
2026-01-07 22:00:00+00:00,125.829,22,2,7,0
2026-01-07 22:15:00+00:00,116.227,22,2,7,0
2026-01-07 22:30:00+00:00,120.437,22,2,7,0
2026-01-07 22:45:00+00:00,117.076,22,2,7,0
2026-01-07 23:00:00+00:00,113.267,23,2,7,0
2026-01-07 23:15:00+00:00,118.327,23,2,7,0
2026-01-07 23:30:00+00:00,117.612,23,2,7,0
2026-01-07 23:45:00+00:00,116.878,23,2,7,0
