object_id,field_id,symbol_series,label
obj284,fld5,zyyxyx*vuvwwx.zu*.yw.u.xuwvz*uuzvuxz**.*,1
obj285,fld2,uzzu.yw.zuxz*w..zwxuyuxv***.zxvx.xwwzxxz,1
obj286,fld5,zx*vvx.u**u***.*yzwuvzzyyy*vxvzxywxx*wy.,1
obj287,fld5,vw.uuu*wz*.vuyzuxzvv.vzuw.wzzx.uuw.*v.z*,1
obj288,fld3,yw*zyvyvy*xvzwvvw.xzzuxy.vv.wzyuw*yzv**x,1
obj289,fld2,xvyyxuyxz.wywwu**x.zyzy*vyxzvxvvywvvvw**,1
obj290,fld5,ywyyuwzxx*zvwvw.xvw.x*.xyvvvvv.yzuz**yzx,1
obj291,fld5,zv.wzyuv*vu..xyzuu*vw*.zwx.*xyuwwuxw.uzu,0
obj292,fld1,yxw.zvyyuxxuyvz.*xvwwyzuvy*vy****wyxxu*y,1
obj293,fld2,yuxvxuxy*.u*uyv**vuvwww.vxyxxzuuyvxzu*yx,1
obj294,fld3,uzz.wu.u.v.zuzv*uzuyzu.yzv..wy*wxv*vxwyz,1
obj295,fld4,xux.x*zyxuxvyw.zxzvz.z*zv*v.w*uw..v*v*ww,0
obj296,fld3,uuuxw**z*y..yy..wvzvzzx*zxu*vvz*zvywv*vw,1
obj297,fld2,v*y.wuyy.*vxzzvz.yyuxvy.zuyv.y*uv*.zzvuv,1
obj298,fld3,uzyvuzwvwzwuyzzyv.uvwxx*.*yvwxu..zwzvuzx,1
obj299,fld5,***yvzxzyzx.zzwy.*wv.w*zu.v*wu**xw*y.*ux,0
obj300,fld5,xvvwxww*uuz.yyxwzwuw*uxx..u.wuwwyvyzzywv,0
obj301,fld3,uu*x.xwuvzvwx**xxwzuuwz.wuz.wuw.zuyxwzyx,1
obj302,fld2,uuz*zuuz.zwuzuww*y*vyz.uwz.ww.uxvuzyuywv,1
obj303,fld5,uuzuyxvvwy.wvvw*u...xwwy.*vvzu*u.z.yuwyv,1
obj304,fld2,uw*y*xv.wvuzvuvy.*uu.*.zuy.yxv*wwvu.y.*v,1
obj305,fld1,xvwxvuu.vyzzx.xy*vxxx.*uwyzvyyv*zz*.xxzx,1
obj306,fld4,uyzzyw*.vzy.vv*z*vx.xxxyxx.vuxw*wvwwxxvz,1
obj307,fld1,*zx..w*.uz.w.vu.zyw.xxxvyuy*yxu*x.yyzuzz,1
obj308,fld5,wxxw*uuxyy.vuw.vw***uwwu*u.xw.zwx.u..uyy,0
obj309,fld3,zxy**zvx.wuvuvuwxv*yxzv**.zxuu.xvzwu*xvy,0
obj310,fld3,x.*wu.zxzxzy*zw.v*w.uw*.wyvzv.*vvz.*vzxv,0
obj311,fld1,y.x*w.wwzzvxu.zuu.uvvuyz*xzzxvuxxywywu*x,0
obj312,fld5,*wuy*.zv.u..*x.*yuvuxyuuuv.x**.*xvyz.x*w,1
obj313,fld2,.v.wxv.zy.wzvzuv..u.vzyuyu*vvvz.xuuu.yyu,1
obj314,fld3,vy.xyv.xwz.ywuvuvvw.uw*wwzxwv*uuzz.wx.*z,1
obj315,fld5,uvyv.*yxuy*xuywyzux.zxxwwz**uy*.vw.u.w.w,0
obj316,fld3,vywux*uzvuxvuw..xwuvvyxvvwzyuw.**.uzx.vv,0
obj317,fld4,*ww.zvyuuxzv.*x*vxzx.*xv**yyyzvyw*y.v*ux,0
obj318,fld1,vwyuzvvxv*y.uu*yxuwu.vuv.*v.**vxvwyvzyux,0
obj319,fld2,*yvvvv*zvxuyuwxvxxwyx.wuzwu.y*z.yyw.wwyv,0
obj320,fld3,y.w.v..wuuxwywzzw*vuzy*vxy.w.xvwxxzu.vv.,1
obj321,fld3,*v*yy.uv.yv**.*xuxuvzyv*wxwzy.v*zyuyyw.v,1
obj322,fld1,wz.x.yvv.uz*y*vyx..zuyw.zz.zxu.*.zwx.wwx,1
obj323,fld5,uxvwvzz.vyv.v.xzvxwxyx.xvw...yxywwwy*xxx,0
obj324,fld1,x.z.**yuw.*yy*xvvywxyuzzyvwuz*v.v**wwwzx,1
obj325,fld3,uyyzvv.xww*wxu*x*yzzz*.u*wvvyyw*x.zz*zx.,1
obj326,fld2,xuzx*z.xy..*y.uuyv.*zuux*xyv**v.u*y**xxv,0
obj327,fld4,z.xu.v*vxy.wxwvw.uxvwx*vvy.w**x.wvzw*u**,1
obj328,fld4,.x*zz*z*vv*z..uvxwy*x*zuxv*wz*u.xyvzzw*u,0
obj329,fld4,z.*vxv*vv**xwxwxuxux.vy.uxxxxw*vyuuxu**z,0
obj330,fld4,uxzyzvyzu*.*v.*..u.w.yzzz*zyw.xz*vvz*zwz,1
obj331,fld4,vyzxxzx.uy*uxw.ww***xzvz*uwzxwuz.wu*u*.v,0
obj332,fld5,wwyxz.v*wu*.u..zuzuvx*zy*x.x*w.zz*.*.yzu,0
obj333,fld2,*u.xu.xuvxzu*xvuz.zzz.vwyzvv.uxz.zwwvxxu,0
obj334,fld1,*y.wvx*zyu.u.xxzzx*xw.x.u*w*.ywzvzzuvz*z,1
obj335,fld5,uwvwvvyxx*yz*vywuzv*wvu*zu.yuuu...xzu*uu,0
obj336,fld5,v.xzw*vyxwv*xwuwzuyxv*y..*wvvuy.xzv*zuvx,0
obj337,fld4,uwxw*wuyx*.v.v.xyxvvywvwx.*wwzwvvv.vyyvv,0
obj338,fld4,v.uxwz.v*x.yy*xvuuvuyxuy*w.w.vvyxuxu*z*z,0
obj339,fld4,x*.zxxuvv*w*xuxwzvy*w*z...*wxuxuuvz*u.uv,0
obj340,fld1,wy*v.ww*z.yyz.v..yyvu*.yxxvuyw**zzx.wxwv,0
obj341,fld3,vv.v*v.uyuywzv..xzzu.*xxuxvxvv**zuzyuvw.,1
obj342,fld5,wwyx*..zyyx*uyxxvyz*v..z**vzywv..*vzuwv.,1
obj343,fld1,*uwvv.v*uvwxxwwvwzz*vxv*xw.uwuuvxu.*vxvy,0
obj344,fld5,zxz.u*zu.v.uw.xy*wx.**uw.uwxuzy*.*zxzwvx,0
obj345,fld4,wvvzux.xxzxuvz.zwy.xux*zx*.ywyyyxzyy.yzz,1
obj346,fld3,w..vuuxuuywwvzu.uwxvxzuuvzyxvy*zy.wuuxuv,0
obj347,fld1,wzxw*y*vyvuzy*vzxz.z.*vuzuuxyxvu*wzw*uwx,1
obj348,fld2,vyxv.z*v..*uzu..z.wzu*uw*uwuyxuzvxwwzvwy,0
obj349,fld5,yu**zuz**x*uu.xwz.wu.u.xvvvyyyw.yy*x*zzw,0
obj350,fld3,w.w*z*w.wy*yz*x.*vw*v..zwyvwv*y..x.v.w*.,1
obj351,fld1,.vuxyyxvyuy.xz.xx**xxz.yz.vxxxzw..zuy.zu,0
obj352,fld3,v*.xywyyvwzxwyuxyuvyvv*vwx*yy*w.vyz*yvzu,1
obj353,fld1,uuyxuvzv.vx*vuu*y.**.xzwxyz*vvv*xz*vz*u.,1
obj354,fld1,yxwv*zzyxuz*vxzux..vwyvu.w...u.yvwxuvuy*,1
obj355,fld1,wyy**zwwuw.**xyzuxz*xw*.wwwvu*zuxu**w*xx,0
obj356,fld1,uuvvvzvvwvxv*ww..wxwzvywx.zwuv.wyxvwwzuv,0
obj357,fld1,*ux.vuuvwxxz*zv..wyy*ywwwxzxwvwuyyzwxzzw,0
obj358,fld1,wuyxzzw.u*u.w...yzzxxvyzyvyu*xx.vwv.z*zy,1
obj359,fld1,vwv.*y.uv.v*y.xwu.*wv*xuvuy.v.v..v.zv.zw,1
obj360,fld1,xxvvuvzwwuw*xzxw*xuyuvuyy.vzzuwxvzyy.vxu,0
obj361,fld1,vy.vuyuv.v.xux*.z*..**yw.uxuz*vz.v.vw.uv,1
obj362,fld4,zuvyv.uyz*v.xwv*v*w..wuuu*zvxvuxwvuvvyz*,0
obj363,fld3,*u*.uzu*vxu.uuyyuxxu.u.wuxy.*zzuzwxyvxyw,0
obj364,fld4,vuxz.uzux.xz.uvzwxxwzwyzv.z.z.y*vw.wxxux,1
obj365,fld5,zyyu*yyuxzwz*yyxy.yzwyvxywxzy.uxywxw*zwy,0
obj366,fld3,*vyuvzvywvwuxuxyxu*xx*z.*wuw*wzwzywxuv*v,1
obj367,fld1,uyzwzy*.y.yzxvwx*.*wuu*.yv*w*vzvywzyu*uv,0
obj368,fld2,zxyy**w*y**y*vxw.y*.x.vzwzy...zx..z..yuz,0
obj369,fld2,v*vuy*zy*wyuw*vz.uu.xxywzyzyvz*.uwyzzv.u,0
obj370,fld5,u*xuxuvzxu.u**y.vuwx*z*zwvxyyww.xyyzyyxu,0
obj371,fld5,y.yzz.u.vwuuxyw*vxzwvwxyv.yv*zvzy.wyxvwz,1
obj372,fld3,zvyw.vvzy*zx*x.wyww.zux*uu.*v*uwxzxz.u.u,1
obj373,fld3,..y*vv.uv*vyxwxuwz*vzxxuwuz.uzzv.yvxw.x*,1
obj374,fld1,.yxvxv.*uzxvyz.vu.yxuywzu*wzzz*xxu*uywuw,1
obj375,fld2,yzxxw.xzu*zuvwwvwx.yuuz.x.vuxvvvvzuy.v.x,1
obj376,fld1,zuuzv..x.wvu.wyz.*wuv.xxvuvuzyvvu.*vyyuu,1
obj377,fld3,xxz.vvxuzvwyy..yx*wuwvwy*v*xyx.xx*zwywvv,1
obj378,fld2,...yyzvuy*xuwzzux.wu*xv.vxuux.yvuwu*x*zv,0
obj379,fld3,y*xz.*.*v.vwu.wuzwz*z.zxzzuyu*zwywwvwyyw,0
obj380,fld3,uwuv...vv*xx*yzvvyzw.wvyxyxzuvwy.yw*y.w.,0
obj381,fld3,vuxz*.ywuxwuuvvv*ywwwy*y.wyuv.uvuyzzx.yz,0
obj382,fld5,.xvvuwzwv*uxvv*zxwvvzy*.yv**vwuu.xyzyxxv,0
obj383,fld1,vvuu*yzv..w.vvuzy..yz..vx**zw*w.xvwvxxw.,0
obj384,fld1,uzuy.uu*xuxzzvyuwyuu*u*zxu..zzvw*zuzyyux,0
obj385,fld2,yyy.zy..uywzvvx*yyxu*uy.*xxvvz.uz.uzyzv.,0
obj386,fld3,y.*z.uxv***wzz..wyw*vyvy*vvzu.yw.xxuxvwu,0
obj387,fld4,w.*vuuzyvxwv*xuuuww.vuu.*vwu*wxz*y*xyux.,0
obj388,fld4,y.zux.w*vvzzzv*xvxwwuzxvxyxyyxuxuwyz*.vz,0
obj389,fld2,w.zx.yyvvwxxvx..zw*wxx*yuuwywzuyvuwxww.x,0
obj390,fld4,w.uzx*v.yu..w*zvuvyuzvvuxxzuu.v..u*vwzw*,0
obj391,fld5,*xwy.v.xxvywvzyvyw*zyu*.xy*zyuvuxuwyw*vz,0
obj392,fld1,uwuzzyx.yvyuxu*wzz.wzyw.*.**xzxyxwwvyy**,1
obj393,fld1,.vuwv*wx*v.xuz.wvwyw*uyy*uuzwuyxz*x.y*zw,0
obj394,fld5,yuuzxx.yxwyzvu*wxyuuxxuyuxyu.xu**uw*zyvx,1
obj395,fld2,uz*wuz..w.v*wuz*vyy*uvwvyvxxz.y*xz.ywzzx,1
obj396,fld2,yz.u.*zv.***y.wwyu*zvzuxw*.xxxuwyuu.zuzy,0
obj397,fld2,vxvzyzuwzv**v..vw*xxu.w**..**.xvywwyy*.v,1
obj398,fld2,*uy**.uyw..yyu*y**vuxw*vxvv*xv***.zx*wzy,1
obj399,fld4,y*wy*uxvu.xy.zxywvwuuvu.zv.xvzxwywu.u***,0
obj400,fld2,wvxvxw*xw*...*uuwuxxu.wzzyyyyw*zzzwv.x*.,0
obj401,fld2,zzuwx*wu.vuuwyyzwuyzzyzxvzvy.u*zzxyzuuxu,1
obj402,fld3,w.xvwyyuv*zx*yxzyy.yyvz*wwyxzxwwy.xxuw.x,1
obj403,fld5,z..wzxzuw*wyuuvuxzyvzv*z.*zzwz..zy*.ww..,1
obj404,fld1,*yzu*zzwuwyy*u*vxzy.uu.z*w.wuuy.yxwwzz**,0
obj405,fld3,zuz.*.v.wvy**vzwy..u*.y**zvv.uy..u*vwzu.,0
obj406,fld3,xyxux*yuywywx.yzvvz..uxwuy*y..uvwyvu.w.v,1
obj407,fld1,.zw*yw.*y*.xx*xvy.uww..xuuuw.zzw*zyw.wuw,1
obj408,fld4,uy*w*wvz.z*uwy*zzww.u*yuvuuzywvv*.uvvwux,1
obj409,fld5,u..yxx*.*vu.zv**uw.z..xuw.vyz.vvww..uwu.,1
obj410,fld2,xvuywvx.xwvw*ywuzyy*u.wyxvzxuvx*.uwyzuw*,0
obj411,fld2,x.zuzxuu.v*.z*vxzzz.v..ywyzuzyzxvuz.yz.x,0
obj412,fld4,xv*vx.w.z*.wuy*zzwx*wyx.y.xyzux*wxxyz**z,1
obj413,fld5,.xwy*yvwxu.xvwzwz.y.*zv*.uxwyvuvxwu*wzyw,0
obj414,fld1,wxxvzu*uyvxxzy.zyyx.wu*u.uwuvyzxuzzw*v.u,0
obj415,fld2,xwuyv*yx.*u*v*xzuy.*u.w*zuyz*zyyu*y*vxyz,0
obj416,fld1,*zwuxu*w.x*z*vwz*zyyvuyzzwu*ywwvwy*x*uwx,0
obj417,fld1,ywu*vvwvwyxuw*.z.wzuuuuyw.y.uuzu.***.yz.,0
obj418,fld1,ww*vwvyzuyuyv.uwwu*vvu..yvzzuxw*.wv..vww,1
obj419,fld4,vy*zyv*xxwxuzzzvvwyxux*y.yxwzxu.xzuwyvzv,0
obj420,fld5,zywzvuw..xyxv.uu.*z.uuwuzuyvywwy*uuxzx*x,1
obj421,fld1,*zwvy*xxvzwxvzxwuzv.xy*zwuzwv.zz*yw.vxz*,1
obj422,fld3,yzv*y.zuzux.zyyz.uwzuvz*v.vwwwy.xuuvxyu.,0
obj423,fld4,zu*zu.vxxy*.zuw.v*zyvw.ywy*wvzx*zvx.wwuv,0
obj424,fld4,vzu.**zuywuwxwx.vwxywvzu*zuvuxzxwwxu.zwy,0
obj425,fld4,y.x*v.uuzuyxuuwyuyzxy*vx.zzv.xvvwuuyyz.y,1
obj426,fld4,xyzvwuwvu.xuvzvxzzuxvwyxvy*z*xuxwwv*xxzy,1
obj427,fld2,wzww.v*xu**yy.u.xyuwwu.*v*zwuz**xv.wyzzx,1
obj428,fld1,wvv*xzy.zyzvxuvw*z.z.xwz.wwxu..yxuwxvzv*,0
obj429,fld1,xz..uu*u.wxxxy..wwvuxz.zv*yx*xzv.yyx.uxv,0
obj430,fld2,u.wuuxv*vuz.xz.uwuyv..wwxx*wuv.ww*wvx.*u,1
obj431,fld4,*z*uxx*wy*zxx*vxy.uyuzxzxyzuzw.v.vzxx.vw,1
obj432,fld5,.wv**x.*.w.z*z.vx..*uy.wzx.wuuv.*w.x.x*u,1
obj433,fld4,u*v.xx*.vw**wuy**y.ywvz.uv.z*zzzu.uwyzuu,0
obj434,fld1,wwx**yzxywzwxzzy*.*yx.u.wzxw.uux..yv.uxu,0
obj435,fld4,zyv.uuuvuz.x*vvvv.*xzvuwwz.zx*wyv*wuvz*v,0
obj436,fld3,vyx.y.*xyyx.y.wz**y*.xwv.**zy*x**xv*yw.x,0
obj437,fld2,vvxvvx*w*yz*.y*zvyyy.x*uxzu*.z.u*y..u.wz,1
obj438,fld1,*uuxxyz.y.***...vw*u*uzy*wuzu.*wzv*wu.xw,0
obj439,fld4,vzuy**uvzy.wu.w*v.vvvyw.uz.uwxvyz...zvzx,1
obj440,fld1,zv*.*zuv..*yzy..*uwxuyxzzuzuvzz*uuxyu.zu,1
obj441,fld3,zvuy*vuzvy*xwxy.yzvxvxvvv*uvzvvzuvuvyzyu,0
obj442,fld1,.xuzzuvwuxy*..wxz..u**x*z*xx*vyv***.*w*x,1
obj443,fld1,.uwzx.*.uzuvyvw*wzxy.yzuwuxuxuxxx*zvz*.y,1
obj444,fld4,.wuw.yzwuzvux.yzu.uuwxuzyvyxwwuvu*uuzu*y,0
obj445,fld5,xz.vyvww*.*vyuwyyxz.vxyvvxuvx*x*ww.u.*yz,0
obj446,fld4,*wzwvyy.w*wuzv.vxx*zx*u...u*xv*yvwxvwvuu,1
obj447,fld3,.y.w**vyywxwy.vwvuzxxwu.x*xwy*uuzxyzwwzz,0
obj448,fld1,.yyx.zzy*xv.y.wu*.vuuvwy*v*v*y*x*vxuyxzu,0
obj449,fld5,wzzz*xxvvxwu.x..uuuzwxyz*.yzuxzwyuuvzxuw,0
obj450,fld2,uy*x.vywyxzyy.v.z*w.z**wyw*w*zxz.zzzv*y.,0
obj451,fld1,uwvvx*uz.wy.zvxy*zw*zuu.uvyxxvux*w*.uv.u,0
obj452,fld1,wz..xvvwuzyzyvz.vvuw*uyxyz*xwz.v.uuzuzzz,1
obj453,fld2,zvyz.uwuuvzuu*wuvzx.uzyzu*zvxz*vxy**w*uw,1
obj454,fld3,y*z.uyyzv.wx.u.wu*y**yywuvxu**yvxwy.xv..,1
obj455,fld5,uu.v.w.*y.wyux...z**uuwzz*u.y.w.yyuyyvvw,1
obj456,fld1,yyx*wvwz*.w**u*uwwzvwuxvxvyzzyv*xxyz.uxz,0
obj457,fld4,uvx.wxuxw*uvxu*vw.uuxuuxy*..ywv*.wy.zv..,0
obj458,fld2,*vu*uz*.x*uux..z.y.*..yz.*vxzvzx.yw.zz*w,1
obj459,fld2,uvv*z*.yvuywvy.ww*uz.y*yzw.ywxuyu.zyz**y,1
obj460,fld2,v.yvzxv****y.*uvv.*zy**wu*.zzwzuwu*yzuy*,0
obj461,fld4,ywy*v*w**x*wu.zyvy.yu.zyz*.zyuxzwx*x**yu,0
obj462,fld3,vz..v.wzy.v.xv*vwwyyxyyx*vvwuz....zw.z*.,0
obj463,fld4,.vxuv*zuw*uwzu*.z*z.z*uzxyyzw*.x*zzxxw..,1
obj464,fld2,*ywz.uywz.vxwv*uy*u*.xv*uzwyxywxwu.xzwuv,0
obj465,fld5,wxwywv.xwwuz.zwuxw.z.zuxwuxyu*yz*uyz.wuy,1
obj466,fld2,*zwx.ux.zuwxyyy.*zw.v.vuvv*v.vxx*zxu*vx*,0
obj467,fld3,xwu..wz.x...yxy.uwxwu.y.yzwuw*uxvvzux.u*,0
obj468,fld4,yvwz.yz*yywxzyvw.y**x*uxxuy.xz.yx*ww*zzz,1
obj469,fld5,yzw*v*yuyxzvuuy*u*vx**yy.uz*wwwwvy.wxuu.,0
obj470,fld4,zvvyz*yw*wux.w.y*wyyuuzu..w.*.*vvv.yzxzv,0
obj471,fld5,xzxwx.wxw..**u.z..uxxwx**zyuzz*yz*uz...*,0
obj472,fld3,uxuuyxvy.z*uxuvyvyu.xzxuyyu.zxyzzyxu*..*,1
obj473,fld1,wu.xv.u..*uw.uuwxzyuvywxxzv*xy.wu.vzwyyy,0
obj474,fld2,zzvuvzuv.xwzzv.xwz.vwv.uwxyuv.vyzyvuvxyx,1
obj475,fld3,xuv.*z*.uvu.*vzuyyy*vxv.zw*xxwzu..zvw.yx,0
obj476,fld3,wv*yx**.y.wu*uvzw.u.*zu.xvxyx.wyxwu.***x,0
obj477,fld5,xuww*vzuw*xu*wu.wxzuuvuwyvw.uzy*wxyuxxxx,1
obj478,fld4,y.w.xwvvxvxzzvzww**uyzyxvy*wuwx**yuzwv.w,0
obj479,fld5,*xvzww**vvx.uwyuuw*.zw.uyu.*vwzvww*uwwww,0
obj480,fld2,zwxuzz*uv*x*xx*w.uzzuzzyvzw*uyxxxwwyzux*,1
obj481,fld3,yzxv*.zv.*uu*zu*wyuyzx*vxvwyu*wu*yuvywwx,1
obj482,fld3,*yu.xuy..vzz.yv.vu.yzy.zzu*u*ww*yx*yvvw.,1
obj483,fld3,xxwzzuuzw.*.uyzzywx.ywuuyzvvyyuz*.zy.wxx,0
obj484,fld4,vuw.v*x.xuwxwux.*uxuz*wvuuwwyyxz.uvzxyyv,1
obj485,fld3,x.u*zxzuwy..z*vv.y*vvxy.v.**w*x*y.wz*ywv,0
obj486,fld4,***xzwy*vxvxwuuw*vxz.z.**v*yyxwzyxxzxv*y,0
obj487,fld5,***ywuyww*xuyxuvyuvy.xvzwww.z.zv.*wvuxvu,1
obj488,fld2,wz.*u.yxxyzxzu*y*vv*.*wuvzuxyzvz.zuzvy.z,1
obj489,fld1,*z.yw.xw*.wzywz*zy*vuxw.uwuvuxx.zv*w.yuu,1
obj490,fld4,xz*vzwwyyuw.z*wvx.uz.xxxwwwxxyvuw*vw.w*x,1
obj491,fld1,w*u.vzvx*.uwvvu*ywuyuvyyvu.uy..vwyx*u*v*,1
obj492,fld4,zzv.xy*yu.wuuxzzuuvuz.*u.*yxyw*uyyvwxz.z,1
obj493,fld4,.vzzywww.*xuuuxzvz.zvxvyxyxuw.vuw**w.w.*,1
obj494,fld1,vw.xxzvw..uvzvxu**.zuwu*xwvwz*zywuuzv***,0
obj495,fld5,wz*wxux*v*w**u*.x*.zy.v.yyu*xyy.uwvuyu*y,1
obj496,fld1,w*uxwwuyxzw.y.yy*.wvw..*.uuw*zv.*uvzvvuy,1
obj497,fld3,u*.uuuu.u.v*wv*uuyu.x*yyv.vuz**v*uvxxwu*,0
obj498,fld3,vvx.vyvx.xwzxyzzvxwvu.uxuwz*.z*zvw...vvx,0
obj499,fld1,uuy*uxwzzyxwx.uu.yuvyvy*y..*v*..*.zuwwyv,1
