freq_1,freq_2,freq_A,freq_B,freq_C,freq_D,prop_1,prop_2,prop_A,prop_B,prop_C,prop_D,first_symbol_1,first_symbol_2,first_symbol_A,first_symbol_B,first_symbol_C,first_symbol_D,last_symbol_1,last_symbol_2,last_symbol_A,last_symbol_B,last_symbol_C,last_symbol_D,middle_symbol_1,middle_symbol_2,middle_symbol_A,middle_symbol_B,middle_symbol_C,middle_symbol_D,trans_11,trans_12,trans_1A,trans_1B,trans_1C,trans_1D,trans_21,trans_22,trans_2A,trans_2B,trans_2C,trans_2D,trans_A1,trans_A2,trans_AA,trans_AB,trans_AC,trans_AD,trans_B1,trans_B2,trans_BA,trans_BB,trans_BC,trans_BD,trans_C1,trans_C2,trans_CA,trans_CB,trans_CC,trans_CD,trans_D1,trans_D2,trans_DA,trans_DB,trans_DC,trans_DD,unique_symbols,longest_run,symbol_entropy,first_pos_1,first_pos_2,first_pos_A,first_pos_B,first_pos_C,first_pos_D,digit_count,letter_count,digit_prop,letter_prop
1,6,3,0,2,8,0.05,0.3,0.15,0.0,0.1,0.4,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0,0,0,0,0,1,0,2,0,0,1,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,1,2,5,3,2.008694969562842,9,0,3,-1,7,1,7,13,0.35,0.65
5,9,0,2,2,2,0.25,0.45,0.0,0.1,0.1,0.1,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0,3,0,1,0,1,3,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,5,4,2.0149798205164813,0,2,-1,1,13,10,14,6,0.7,0.3
2,3,3,1,6,5,0.1,0.15,0.15,0.05,0.3,0.25,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,1,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,1,0,3,0,0,1,0,4,0,6,2,2.390468570732828,18,5,3,13,0,1,5,15,0.25,0.75
3,7,1,4,1,4,0.15,0.35,0.05,0.2,0.05,0.2,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0,0,1,0,0,2,0,2,0,2,0,1,1,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,1,1,2,0,1,0,0,6,3,2.3016094970590277,9,1,10,0,5,6,10,10,0.5,0.5
4,0,2,5,4,5,0.2,0.0,0.1,0.25,0.2,0.25,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,1,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,2,2,1,0,0,1,0,2,1,0,1,2,0,0,5,2,2.2609640474436814,3,-1,2,1,0,6,4,16,0.2,0.8
3,6,1,3,3,4,0.15,0.3,0.05,0.15,0.15,0.2,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,0,1,0,0,0,2,2,0,1,1,1,0,0,0,0,0,1,0,1,2,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,1,6,2,2.433206219346495,10,0,3,1,4,5,9,11,0.45,0.55
3,4,4,5,2,2,0.15,0.2,0.2,0.25,0.1,0.1,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,0,0,0,1,1,1,0,1,0,3,0,0,3,0,0,0,1,0,0,1,2,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,6,2,2.503701696057348,1,3,0,2,7,8,7,13,0.35,0.65
3,4,4,3,4,2,0.15,0.2,0.2,0.15,0.2,0.1,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,0,1,1,1,0,0,1,1,2,0,0,0,0,0,0,2,1,0,1,0,1,0,0,1,0,2,0,0,1,1,1,0,0,0,1,0,6,2,2.5464393446710156,8,4,6,7,0,1,7,13,0.35,0.65
3,4,1,4,7,1,0.15,0.2,0.05,0.2,0.35,0.05,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,0,1,1,0,1,0,0,0,0,2,2,0,1,0,0,0,0,0,0,1,0,1,1,0,1,2,0,0,2,1,0,0,0,0,1,0,6,3,2.3016094970590273,0,1,5,9,2,16,7,13,0.35,0.65
3,6,3,3,3,2,0.15,0.3,0.15,0.15,0.15,0.1,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,1,0,0,1,1,0,1,1,1,0,1,1,0,0,1,1,1,0,0,2,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,6,3,2.4954618442383216,5,0,1,8,3,18,9,11,0.45,0.55
3,4,2,5,2,4,0.15,0.2,0.1,0.25,0.1,0.2,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,0,0,0,1,0,1,1,1,0,0,1,1,0,1,0,0,0,1,2,0,0,2,0,0,0,0,1,0,1,0,0,1,1,1,0,1,6,3,2.503701696057348,8,0,3,13,1,4,7,13,0.35,0.65
3,0,4,5,5,3,0.15,0.0,0.2,0.25,0.25,0.15,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,0,0,2,1,0,0,0,0,0,0,0,0,2,0,0,1,1,0,1,0,0,1,1,1,0,0,0,1,2,1,0,0,2,1,0,0,5,3,2.2854752972273342,2,-1,1,7,4,0,3,17,0.15,0.85
3,3,3,4,3,4,0.15,0.15,0.15,0.2,0.15,0.2,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,0,1,0,0,1,1,0,0,1,1,1,0,1,0,1,0,0,1,1,0,1,2,0,0,1,0,0,0,0,1,0,2,0,1,1,0,6,2,2.5709505944546684,8,1,2,10,4,0,6,14,0.3,0.7
3,4,4,0,7,2,0.15,0.2,0.2,0.0,0.35,0.1,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,1,0,0,0,0,1,0,1,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,1,2,0,2,1,0,0,0,0,2,0,5,4,2.2016094970590276,9,0,3,-1,4,10,7,13,0.35,0.65
6,3,2,4,4,1,0.3,0.15,0.1,0.2,0.2,0.05,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,1,0,0,2,2,0,1,1,0,0,0,1,1,0,1,0,0,0,1,1,0,1,1,0,2,1,0,1,0,0,0,0,0,0,1,0,6,2,2.408694969562842,2,11,0,5,3,13,9,11,0.45,0.55
3,1,2,5,6,3,0.15,0.05,0.1,0.25,0.3,0.15,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,2,2,0,1,2,1,0,0,0,0,1,2,0,6,2,2.3904685707328284,11,2,6,1,0,4,4,16,0.2,0.8
1,6,2,1,2,8,0.05,0.3,0.1,0.05,0.1,0.4,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,0,1,0,0,0,0,1,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,2,1,2,2,6,4,2.1464393446710153,10,7,6,4,13,0,7,13,0.35,0.65
5,6,4,2,3,0,0.25,0.3,0.2,0.1,0.15,0.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,1,0,1,1,2,0,2,1,2,0,0,0,1,1,1,0,1,0,0,2,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,5,2,2.228212945841001,4,0,2,15,3,-1,11,9,0.55,0.45
2,4,2,6,4,2,0.1,0.2,0.1,0.3,0.2,0.1,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,0,1,0,0,0,1,0,0,1,2,1,0,0,0,0,0,1,1,0,2,1,1,2,0,2,0,0,1,0,0,0,1,0,1,0,0,6,2,2.4464393446710155,2,4,5,0,1,3,6,14,0.3,0.7
2,7,2,1,5,3,0.1,0.35,0.1,0.05,0.25,0.15,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,0,0,0,0,1,1,2,2,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,2,1,0,1,1,1,0,0,6,4,2.321127473337187,2,1,4,11,5,0,9,11,0.45,0.55
1,3,4,5,3,4,0.05,0.15,0.2,0.25,0.15,0.2,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,1,0,2,2,1,1,0,1,0,0,0,1,2,1,0,0,6,2,2.4659573209491747,10,2,1,0,9,3,4,16,0.2,0.8
7,3,3,2,1,4,0.35,0.15,0.15,0.1,0.05,0.2,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,2,1,0,1,0,1,0,0,0,0,1,2,2,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,6,5,2.363865121950854,0,10,8,7,11,5,10,10,0.5,0.5
4,3,3,1,4,5,0.2,0.15,0.15,0.05,0.2,0.25,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,1,0,1,0,1,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,2,1,1,0,6,2,2.4659573209491747,0,7,4,12,1,5,7,13,0.35,0.65
5,4,3,1,2,5,0.25,0.2,0.15,0.05,0.1,0.25,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,0,2,0,0,0,3,2,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,2,0,1,0,6,1,2.4232196723355077,5,10,1,11,3,0,9,11,0.45,0.55
6,4,2,3,2,3,0.3,0.2,0.1,0.15,0.1,0.15,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,1,2,1,1,0,1,0,1,1,0,0,2,0,0,0,1,0,0,1,1,0,0,1,0,2,0,0,0,0,0,1,0,0,1,1,0,6,2,2.4709505944546684,0,1,2,3,9,6,10,10,0.5,0.5
5,2,6,6,1,0,0.25,0.1,0.3,0.3,0.05,0.0,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,1,0,3,0,0,0,0,0,0,2,0,0,2,1,1,2,0,0,2,0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,5,2,2.0904685707328285,1,3,2,0,13,-1,7,13,0.35,0.65
2,3,7,1,6,1,0.1,0.15,0.35,0.05,0.3,0.05,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,0,0,2,0,0,0,1,0,0,0,1,0,0,0,2,1,3,1,0,0,0,0,1,0,1,2,2,0,1,0,0,0,1,0,0,0,6,2,2.2261207468426805,10,0,2,13,1,3,5,15,0.25,0.75
6,3,4,2,2,3,0.3,0.15,0.2,0.1,0.1,0.15,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,2,0,0,1,1,1,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,1,1,0,0,6,3,2.470950594454669,2,5,0,9,1,12,9,11,0.45,0.55
5,6,0,2,3,4,0.25,0.3,0.0,0.1,0.15,0.2,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,1,1,0,0,2,0,1,0,0,1,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,1,0,0,1,2,0,0,0,1,5,3,2.228212945841001,0,2,-1,10,1,7,11,9,0.55,0.45
5,2,0,5,3,5,0.25,0.1,0.0,0.25,0.15,0.25,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,1,1,0,1,0,2,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,1,1,1,1,0,0,1,1,0,0,1,0,2,0,1,5,2,2.242737648613667,0,1,-1,3,2,6,7,13,0.35,0.65
3,3,3,6,5,0,0.15,0.15,0.15,0.3,0.25,0.0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,0,0,0,2,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,2,1,2,1,0,2,0,0,0,2,0,0,0,0,0,0,0,5,4,2.252724195624655,5,0,11,6,1,-1,6,14,0.3,0.7
4,2,4,2,3,5,0.2,0.1,0.2,0.1,0.15,0.25,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,1,0,0,1,0,2,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,1,1,1,0,1,1,6,2,2.5037016960573486,9,4,2,0,1,7,6,14,0.3,0.7
2,5,3,4,3,3,0.1,0.25,0.15,0.2,0.15,0.15,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0,0,1,0,0,1,1,1,1,1,1,0,1,2,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,1,0,1,0,1,6,2,2.528212945841002,2,1,3,0,6,10,7,13,0.35,0.65
3,5,3,2,2,5,0.15,0.25,0.15,0.1,0.1,0.25,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,0,1,0,1,0,1,2,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,2,3,0,0,0,6,1,2.485475297227334,2,1,6,8,10,0,8,12,0.4,0.6
5,2,1,7,3,2,0.25,0.1,0.05,0.35,0.15,0.1,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,0,0,1,2,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,2,2,2,0,1,0,2,0,0,1,1,0,0,0,0,6,2,2.321127473337187,0,6,1,4,3,5,7,13,0.35,0.65
4,1,1,4,5,5,0.2,0.05,0.05,0.2,0.25,0.25,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,0,0,0,1,2,1,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,2,1,6,3,2.360964047443681,7,4,14,1,3,0,5,15,0.25,0.75
4,4,3,2,4,3,0.2,0.2,0.15,0.1,0.2,0.15,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,1,0,0,1,0,1,1,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,2,0,0,1,0,1,0,0,1,1,0,6,2,2.5464393446710156,8,1,14,4,0,3,8,12,0.4,0.6
3,5,4,5,1,2,0.15,0.25,0.2,0.25,0.05,0.1,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,0,3,0,0,0,0,1,0,1,2,1,0,0,0,1,1,0,0,1,1,0,1,0,2,0,1,0,0,0,0,1,0,1,0,0,0,6,3,2.4232196723355077,2,3,14,0,12,1,8,12,0.4,0.6
5,1,4,3,4,3,0.25,0.05,0.2,0.15,0.2,0.15,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,2,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,2,0,1,0,2,0,0,0,1,0,0,0,1,1,0,1,2,0,0,0,6,4,2.4659573209491747,3,17,1,4,2,0,6,14,0.3,0.7
5,4,3,0,6,2,0.25,0.2,0.15,0.0,0.3,0.1,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,1,0,1,0,2,0,0,1,0,0,2,1,0,1,0,0,2,0,0,0,0,0,0,0,2,1,1,0,0,1,0,1,1,0,0,0,5,3,2.2282129458410016,0,7,3,-1,1,5,9,11,0.45,0.55
4,3,2,4,2,5,0.2,0.15,0.1,0.2,0.1,0.25,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,0,1,2,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,2,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,2,6,2,2.503701696057348,3,5,4,2,16,0,7,13,0.35,0.65
4,8,2,0,4,2,0.2,0.4,0.1,0.0,0.2,0.1,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,1,0,1,0,2,0,1,3,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1,0,5,4,2.121928094887362,0,3,8,-1,1,2,12,8,0.6,0.4
3,1,4,2,5,5,0.15,0.05,0.2,0.1,0.25,0.25,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,2,2,0,0,0,2,1,1,6,3,2.4232196723355077,13,18,5,3,0,2,4,16,0.2,0.8
4,7,3,3,1,2,0.2,0.35,0.15,0.15,0.05,0.1,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,1,2,0,0,0,0,0,1,1,2,1,1,1,2,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,6,3,2.363865121950854,1,2,7,3,11,0,11,9,0.55,0.45
4,4,3,2,4,3,0.2,0.2,0.15,0.1,0.2,0.15,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,0,2,0,0,1,1,2,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,2,0,0,6,2,2.546439344671015,2,7,5,1,3,0,8,12,0.4,0.6
4,5,3,2,4,2,0.2,0.25,0.15,0.1,0.2,0.1,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,1,2,0,1,0,0,0,1,2,0,1,0,1,0,0,0,2,0,0,1,1,0,0,0,0,1,0,0,1,2,1,0,0,1,0,0,6,2,2.503701696057348,0,6,2,1,3,4,9,11,0.45,0.55
1,3,3,5,2,6,0.05,0.15,0.15,0.25,0.1,0.3,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,2,0,1,1,1,1,0,2,0,0,0,0,0,0,2,0,2,1,0,0,2,6,2,2.390468570732828,14,4,5,0,1,2,4,16,0.2,0.8
1,5,2,4,4,4,0.05,0.25,0.1,0.2,0.2,0.2,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,0,0,0,1,0,0,0,1,1,1,2,0,0,0,0,0,1,0,0,1,1,0,1,1,1,1,0,1,0,1,0,2,0,1,0,1,6,2,2.4414460711655215,15,1,2,4,3,0,6,14,0.3,0.7
3,7,2,3,4,1,0.15,0.35,0.1,0.15,0.2,0.05,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,1,0,1,1,0,0,1,2,0,1,2,0,0,1,0,0,1,0,0,2,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,6,2,2.363865121950854,1,0,14,2,5,3,10,10,0.5,0.5
2,3,5,2,3,5,0.1,0.15,0.25,0.1,0.15,0.25,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,0,0,0,1,1,0,0,1,1,1,0,0,0,1,2,0,1,0,0,0,1,0,0,1,2,0,1,0,0,0,0,1,0,0,1,2,6,4,2.485475297227334,2,5,4,10,1,0,5,15,0.25,0.75
3,4,5,1,5,2,0.15,0.2,0.25,0.05,0.25,0.1,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,0,1,0,0,0,1,2,0,1,0,1,0,1,1,0,0,2,1,0,0,1,0,0,0,0,1,2,1,1,0,0,0,1,0,1,0,6,2,2.4232196723355077,1,0,5,15,3,2,7,13,0.35,0.65
3,4,4,3,3,3,0.15,0.2,0.2,0.15,0.15,0.15,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,1,1,0,0,0,1,0,0,1,1,1,1,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,1,2,0,0,0,0,6,3,2.5709505944546684,2,5,1,0,11,4,7,13,0.35,0.65
2,2,4,6,2,4,0.1,0.1,0.2,0.3,0.1,0.2,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,2,1,1,2,1,0,1,0,1,0,1,0,0,0,0,1,2,0,1,6,2,2.446439344671015,5,11,6,0,9,1,4,16,0.2,0.8
2,2,2,5,4,5,0.1,0.1,0.1,0.25,0.2,0.25,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,1,2,1,0,0,3,0,0,0,1,0,0,2,1,6,2,2.460964047443681,2,5,3,4,1,0,4,16,0.2,0.8
2,4,2,2,6,4,0.1,0.2,0.1,0.1,0.3,0.2,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,0,0,0,0,0,2,0,2,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,2,1,1,0,0,1,1,0,6,4,2.446439344671015,7,0,10,3,5,2,6,14,0.3,0.7
4,8,2,1,3,2,0.2,0.4,0.1,0.05,0.15,0.1,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0,1,1,0,1,0,2,2,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,6,3,2.2841837197791888,0,3,1,2,9,10,12,8,0.6,0.4
4,0,4,5,2,5,0.2,0.0,0.2,0.25,0.1,0.25,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,0,0,1,0,1,2,0,0,0,0,0,0,0,0,1,1,1,1,2,0,1,1,0,0,1,0,0,0,0,1,1,0,1,2,0,1,5,2,2.2609640474436814,1,-1,2,0,3,6,4,16,0.2,0.8
5,2,2,4,3,4,0.25,0.1,0.1,0.2,0.15,0.2,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,0,1,0,2,1,1,1,0,0,1,0,0,2,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,1,6,2,2.503701696057348,1,2,5,4,10,0,7,13,0.35,0.65
5,1,5,3,2,4,0.25,0.05,0.25,0.15,0.1,0.2,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,1,1,1,0,0,2,0,0,0,0,1,0,0,0,1,2,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,2,1,0,0,6,2,2.4232196723355077,0,18,3,4,10,2,6,14,0.3,0.7
3,2,4,5,5,1,0.15,0.1,0.2,0.25,0.25,0.05,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,0,0,2,0,0,0,0,0,0,1,1,0,1,0,1,0,2,0,0,1,0,2,0,1,2,1,1,0,1,0,0,0,0,1,0,0,6,4,2.4232196723355077,12,2,11,3,0,4,5,15,0.25,0.75
2,3,2,4,5,4,0.1,0.15,0.1,0.2,0.25,0.2,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0,1,0,0,0,1,1,0,0,0,2,0,0,0,0,0,1,1,0,0,2,1,0,1,0,0,0,2,1,1,1,2,0,0,1,0,6,2,2.503701696057348,3,2,9,0,5,1,5,15,0.25,0.75
10,3,1,2,2,2,0.5,0.15,0.05,0.1,0.1,0.1,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,3,2,0,1,1,1,2,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,6,3,2.123219672335508,0,2,18,8,6,12,13,7,0.65,0.35
1,5,6,3,3,2,0.05,0.25,0.3,0.15,0.15,0.1,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,0,1,0,0,0,0,0,1,3,0,1,0,1,0,1,2,2,0,0,0,2,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,6,2,2.3904685707328284,12,0,1,8,2,3,6,14,0.3,0.7
1,4,2,6,4,3,0.05,0.2,0.1,0.3,0.2,0.15,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,1,0,1,0,0,1,1,4,0,0,2,0,2,0,0,0,0,1,1,0,0,6,2,2.4086949695628417,4,0,7,1,2,5,5,15,0.25,0.75
5,6,6,0,3,0,0.25,0.3,0.3,0.0,0.15,0.0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,1,1,2,0,1,0,0,2,1,0,2,0,1,2,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,4,3,1.9527241956246548,0,1,2,-1,6,-1,11,9,0.55,0.45
5,3,3,4,1,4,0.25,0.15,0.15,0.2,0.05,0.2,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,2,1,0,0,0,2,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,2,1,0,1,6,3,2.4659573209491747,2,4,0,10,1,8,8,12,0.4,0.6
2,4,4,4,4,2,0.1,0.2,0.2,0.2,0.2,0.1,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,0,0,1,0,0,1,2,1,0,0,0,0,0,1,0,1,2,0,0,0,2,1,1,0,0,1,1,0,1,0,0,0,0,2,0,0,6,3,2.5219280948873624,12,9,2,1,3,0,6,14,0.3,0.7
3,3,2,5,4,3,0.15,0.15,0.1,0.25,0.2,0.15,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,0,0,1,2,0,0,0,0,1,0,1,1,0,1,0,1,0,0,2,0,0,0,1,1,0,1,0,2,0,1,1,1,0,0,1,0,6,1,2.528212945841002,2,10,3,4,0,1,6,14,0.3,0.7
4,4,4,2,4,2,0.2,0.2,0.2,0.1,0.2,0.1,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,1,2,1,0,0,0,0,1,1,2,0,0,0,0,1,0,1,1,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,1,1,6,3,2.5219280948873624,0,1,7,2,3,13,8,12,0.4,0.6
1,4,5,2,5,3,0.05,0.2,0.25,0.1,0.25,0.15,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0,1,0,0,0,0,0,0,0,0,2,1,0,1,2,0,1,1,0,0,1,0,0,1,1,1,1,2,0,0,0,1,0,0,2,0,6,2,2.4232196723355073,3,4,0,9,2,7,5,15,0.25,0.75
1,2,1,9,6,1,0.05,0.1,0.05,0.45,0.3,0.05,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,3,4,0,0,1,0,2,1,1,0,0,0,1,0,0,6,2,2.019973094021975,13,15,10,0,2,5,3,17,0.15,0.85
4,2,4,5,2,3,0.2,0.1,0.2,0.25,0.1,0.15,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,1,0,1,1,1,0,1,1,0,0,0,0,0,0,2,1,0,0,1,1,0,1,0,2,0,0,0,0,1,1,0,0,1,2,0,0,6,2,2.503701696057348,0,11,5,1,15,2,6,14,0.3,0.7
4,5,4,2,3,2,0.2,0.25,0.2,0.1,0.15,0.1,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,1,0,0,0,0,2,0,1,2,1,1,0,0,2,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,6,3,2.503701696057348,6,1,0,5,13,7,9,11,0.45,0.55
4,2,4,3,3,4,0.2,0.1,0.2,0.15,0.15,0.2,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0,0,1,0,1,2,0,0,0,2,0,0,1,1,0,0,1,1,0,0,2,0,0,1,1,0,1,0,0,0,2,1,0,0,1,0,6,1,2.5464393446710156,6,3,1,0,10,2,6,14,0.3,0.7
