freq_1,freq_2,freq_A,freq_B,freq_C,freq_D,avg_pos_1,first_pos_1,last_pos_1,avg_pos_2,first_pos_2,last_pos_2,avg_pos_A,first_pos_A,last_pos_A,avg_pos_B,first_pos_B,last_pos_B,avg_pos_C,first_pos_C,last_pos_C,avg_pos_D,first_pos_D,last_pos_D,pattern_11,pattern_22,pattern_AA,pattern_BB,pattern_CC,pattern_DD,pattern_12,pattern_21,pattern_AB,pattern_BA,pattern_CD,pattern_DC,alternations,mean_run,max_run,min_run,std_run,p_dd,p_dl,p_ld,p_ll,digit_minus_letter,lz_complexity
3,4,4,0,7,2,15.333333333333334,9,19,2.5,0,7,8.25,3,17,-1.0,-1,-1,11.285714285714286,4,16,11.0,10,12,1,1,0,0,2,0,0,0,0,0,1,2,6,1.4285714285714286,4.0,1.0,0.9035079029052512,0.15789473684210525,0.15789473684210525,0.15789473684210525,0.5263157894736842,-6,2
6,3,2,4,4,1,9.833333333333334,2,19,13.0,11,16,0.5,0,1,11.0,5,18,8.5,3,14,13.0,13,13,1,1,1,1,0,0,0,1,0,0,0,1,11,1.25,2.0,1.0,0.4330127018922193,0.15789473684210525,0.2631578947368421,0.3157894736842105,0.2631578947368421,-2,2
3,1,2,5,6,3,15.0,11,18,2.0,2,2,12.5,6,19,8.4,1,17,8.5,0,15,8.333333333333334,4,12,0,0,0,0,1,0,0,0,0,0,0,2,8,1.0526315789473684,2.0,1.0,0.22329687826943603,0.0,0.21052631578947367,0.21052631578947367,0.5789473684210527,-12,2
1,6,2,1,2,8,10.0,10,10,11.666666666666666,7,19,12.0,6,18,4.0,4,4,14.0,13,15,6.75,0,17,0,1,0,0,0,2,1,1,0,0,1,2,5,1.3333333333333333,4.0,1.0,0.8692269873603531,0.21052631578947367,0.10526315789473684,0.15789473684210525,0.5263157894736842,-6,2
5,6,4,2,3,0,9.8,4,17,8.833333333333334,0,19,8.25,2,12,16.5,15,18,7.333333333333333,3,14,-1.0,-1,-1,1,1,1,0,0,0,0,2,0,0,0,0,12,1.1764705882352942,2.0,1.0,0.3812200410828153,0.21052631578947367,0.3157894736842105,0.3157894736842105,0.15789473684210525,2,1
2,4,2,6,4,2,8.0,2,14,9.5,4,15,11.5,5,18,10.333333333333334,0,17,10.5,1,19,4.5,3,6,0,0,0,1,0,0,1,0,0,1,0,0,10,1.0526315789473684,2.0,1.0,0.22329687826943606,0.05263157894736842,0.2631578947368421,0.2631578947368421,0.42105263157894735,-8,2
2,7,2,1,5,3,5.0,2,8,11.285714285714286,1,17,10.0,4,16,11.0,11,11,11.4,5,19,4.333333333333333,0,10,0,2,0,0,2,0,0,2,0,0,1,0,8,1.3333333333333333,4.0,1.0,0.7888106377466155,0.2631578947368421,0.21052631578947367,0.21052631578947367,0.3157894736842105,-2,1
1,3,4,5,3,4,10.0,10,10,12.666666666666666,2,19,4.25,1,7,9.4,0,15,13.666666666666666,9,18,9.25,3,16,0,0,1,0,0,0,0,0,1,1,0,0,7,1.0526315789473684,2.0,1.0,0.22329687826943603,0.0,0.15789473684210525,0.21052631578947367,0.631578947368421,-12,2
7,3,3,2,1,4,5.0,0,16,13.666666666666666,10,18,11.666666666666666,8,15,12.0,7,17,11.0,11,11,11.0,5,19,2,0,0,0,0,1,1,0,0,1,0,0,9,1.3333333333333333,5.0,1.0,1.0110500592068734,0.2631578947368421,0.2631578947368421,0.21052631578947367,0.2631578947368421,0,2
4,3,3,1,4,5,5.0,0,15,10.666666666666666,7,17,12.333333333333334,4,19,12.0,12,12,6.5,1,10,12.6,5,18,1,1,0,0,1,0,0,0,0,0,1,1,9,1.1764705882352942,2.0,1.0,0.3812200410828153,0.10526315789473684,0.2631578947368421,0.21052631578947367,0.42105263157894735,-6,1
5,4,3,1,2,5,10.8,5,16,14.0,10,18,4.666666666666667,1,9,11.0,11,11,11.0,3,19,6.6,0,17,0,0,0,0,0,0,2,2,0,0,0,1,10,1.0,1.0,1.0,0.0,0.21052631578947367,0.2631578947368421,0.2631578947368421,0.2631578947368421,-2,2
6,4,2,3,2,3,10.833333333333334,0,18,6.0,1,14,10.5,2,19,7.666666666666667,3,12,12.5,9,16,10.666666666666666,6,15,1,1,0,0,0,0,2,0,1,0,0,1,11,1.1111111111111112,2.0,1.0,0.3142696805273545,0.21052631578947367,0.3157894736842105,0.2631578947368421,0.21052631578947367,0,1
5,2,6,6,1,0,9.0,1,19,8.5,3,14,10.166666666666666,2,17,9.0,0,18,13.0,13,13,-1.0,-1,-1,1,0,1,1,0,0,0,0,2,2,0,0,11,1.1764705882352942,2.0,1.0,0.3812200410828153,0.05263157894736842,0.2631578947368421,0.3157894736842105,0.3684210526315789,-6,3
2,3,7,1,6,1,12.5,10,15,9.333333333333334,0,19,8.285714285714286,2,16,13.0,13,13,10.5,1,18,3.0,3,3,0,0,2,0,1,0,0,1,1,0,0,0,6,1.1764705882352942,2.0,1.0,0.3812200410828153,0.05263157894736842,0.15789473684210525,0.15789473684210525,0.631578947368421,-10,1
6,3,4,2,2,3,6.833333333333333,2,15,11.333333333333334,5,19,11.5,0,18,11.0,9,13,2.5,1,4,14.0,12,16,2,0,1,0,0,0,0,1,0,0,0,0,9,1.25,3.0,1.0,0.5590169943749475,0.21052631578947367,0.21052631578947367,0.2631578947368421,0.3157894736842105,-2,1
5,6,0,2,3,4,4.8,0,12,11.166666666666666,2,19,-1.0,-1,-1,13.0,10,16,9.666666666666666,1,15,11.0,7,18,1,0,0,0,0,1,1,1,0,0,0,0,12,1.1764705882352942,3.0,1.0,0.5128116404165498,0.21052631578947367,0.3157894736842105,0.3157894736842105,0.15789473684210525,2,2
5,2,0,5,3,5,8.6,0,18,4.0,1,7,-1.0,-1,-1,9.2,3,15,11.666666666666666,2,17,11.6,6,19,1,0,0,1,1,1,1,0,0,0,0,0,9,1.25,2.0,1.0,0.4330127018922193,0.10526315789473684,0.2631578947368421,0.21052631578947367,0.42105263157894735,-6,2
3,3,3,6,5,0,12.666666666666666,5,19,6.0,0,10,15.333333333333334,11,18,10.833333333333334,6,16,4.6,1,13,-1.0,-1,-1,0,0,1,2,2,0,0,0,1,1,0,0,10,1.4285714285714286,4.0,1.0,0.82065180664829,0.0,0.2631578947368421,0.2631578947368421,0.47368421052631576,-8,2
4,2,4,2,3,5,11.5,9,15,11.5,4,19,6.0,2,14,8.0,0,16,5.0,1,8,13.2,7,18,1,0,1,0,0,1,0,0,0,0,1,1,9,1.1764705882352942,2.0,1.0,0.3812200410828153,0.05263157894736842,0.21052631578947367,0.2631578947368421,0.47368421052631576,-8,1
2,5,3,4,3,3,5.5,2,9,8.0,1,16,8.666666666666666,3,15,9.0,0,17,14.333333333333334,6,19,11.333333333333334,10,13,0,1,0,0,1,1,0,1,0,1,0,0,10,1.1764705882352942,2.0,1.0,0.3812200410828153,0.10526315789473684,0.2631578947368421,0.2631578947368421,0.3684210526315789,-6,2
3,5,3,2,2,5,7.333333333333333,2,16,6.4,1,12,13.0,6,19,12.5,8,17,12.5,10,15,9.4,0,18,0,0,0,0,0,0,1,2,0,0,1,0,10,1.0,1.0,1.0,0.0,0.15789473684210525,0.2631578947368421,0.2631578947368421,0.3157894736842105,-4,2
5,2,1,7,3,2,8.2,0,19,11.0,6,16,1.0,1,1,11.714285714285714,4,18,9.0,3,15,8.5,5,12,0,0,0,2,0,0,0,1,0,0,0,0,10,1.1111111111111112,2.0,1.0,0.3142696805273545,0.05263157894736842,0.2631578947368421,0.2631578947368421,0.42105263157894735,-6,3
4,1,1,4,5,5,12.25,7,18,4.0,4,4,14.0,14,14,10.0,1,17,9.6,3,19,7.0,0,12,0,0,0,1,0,1,0,0,0,0,0,2,10,1.1764705882352942,3.0,1.0,0.5128116404165498,0.0,0.2631578947368421,0.2631578947368421,0.47368421052631576,-10,2
4,4,3,2,4,3,12.5,8,19,6.25,1,15,15.666666666666666,14,17,8.5,4,13,5.25,0,10,10.0,3,18,1,1,1,0,1,0,0,1,0,1,0,1,9,1.25,2.0,1.0,0.4330127018922193,0.15789473684210525,0.21052631578947367,0.2631578947368421,0.3684210526315789,-4,1
3,5,4,5,1,2,4.666666666666667,2,8,8.2,3,13,16.0,14,19,8.0,0,17,12.0,12,12,9.5,1,18,0,0,1,1,0,0,3,1,1,0,0,0,8,1.1764705882352942,3.0,1.0,0.5128116404165498,0.21052631578947367,0.21052631578947367,0.21052631578947367,0.3684210526315789,-4,2
5,1,4,3,4,3,11.4,3,15,17.0,17,17,8.75,1,19,11.0,4,18,5.75,2,8,8.333333333333334,0,16,2,0,0,0,1,0,0,0,1,2,1,0,6,1.3333333333333333,4.0,1.0,0.8692269873603532,0.15789473684210525,0.15789473684210525,0.15789473684210525,0.5263157894736842,-8,1
5,4,3,0,6,2,10.6,0,18,9.25,7,12,7.666666666666667,3,14,-1.0,-1,-1,10.166666666666666,1,19,8.0,5,11,1,1,0,0,0,0,0,0,0,0,1,0,11,1.1764705882352942,3.0,1.0,0.5128116404165498,0.15789473684210525,0.3157894736842105,0.2631578947368421,0.2631578947368421,-2,1
4,3,2,4,2,5,9.75,3,14,8.0,5,13,9.5,4,15,7.0,2,11,17.5,16,19,9.0,0,18,0,1,0,1,0,2,1,1,0,0,1,1,8,1.25,2.0,1.0,0.4330127018922193,0.15789473684210525,0.21052631578947367,0.21052631578947367,0.42105263157894735,-6,3
4,8,2,0,4,2,10.0,0,17,9.5,3,19,9.5,8,11,-1.0,-1,-1,11.0,1,18,5.5,2,9,1,3,0,0,0,0,0,1,0,0,1,1,8,1.4285714285714286,4.0,1.0,0.9035079029052513,0.3684210526315789,0.21052631578947367,0.21052631578947367,0.21052631578947367,4,2
3,1,4,2,5,5,14.0,13,15,18.0,18,18,12.5,5,17,7.0,3,11,4.0,0,8,9.2,2,19,1,0,1,0,2,1,0,0,0,1,2,1,4,1.4285714285714286,3.0,1.0,0.6226998490772391,0.10526315789473684,0.10526315789473684,0.10526315789473684,0.6842105263157895,-12,1
4,7,3,3,1,2,9.25,1,19,8.285714285714286,2,17,12.0,7,16,10.0,3,15,11.0,11,11,9.0,0,18,1,1,0,0,0,0,2,0,0,2,0,0,11,1.1764705882352942,3.0,1.0,0.5128116404165498,0.2631578947368421,0.2631578947368421,0.3157894736842105,0.15789473684210525,2,1
4,4,3,2,4,3,9.0,2,14,12.75,7,16,9.666666666666666,5,18,5.5,1,10,9.25,3,19,8.666666666666666,0,17,0,1,1,0,1,0,2,2,0,0,0,0,6,1.1764705882352942,2.0,1.0,0.3812200410828153,0.2631578947368421,0.15789473684210525,0.15789473684210525,0.42105263157894735,-4,1
4,5,3,2,4,2,11.75,0,18,12.4,6,19,8.666666666666666,2,17,3.0,1,5,8.0,3,12,8.5,4,13,1,1,0,0,1,0,2,0,0,1,2,0,8,1.1764705882352942,2.0,1.0,0.3812200410828153,0.21052631578947367,0.21052631578947367,0.21052631578947367,0.3684210526315789,-2,1
1,3,3,5,2,6,14.0,14,14,10.666666666666666,4,16,7.333333333333333,5,10,9.4,0,17,9.5,1,18,9.333333333333334,2,19,0,0,0,0,0,2,0,0,2,1,2,0,8,1.1111111111111112,2.0,1.0,0.3142696805273545,0.0,0.21052631578947367,0.21052631578947367,0.5789473684210527,-12,1
1,5,2,4,4,4,15.0,15,15,7.2,1,13,10.5,2,19,11.25,4,18,9.25,3,14,9.0,0,17,0,1,0,0,0,1,0,0,0,1,1,0,10,1.1111111111111112,2.0,1.0,0.3142696805273545,0.05263157894736842,0.2631578947368421,0.2631578947368421,0.42105263157894735,-8,2
3,7,2,3,4,1,11.333333333333334,1,17,8.428571428571429,0,19,16.0,14,18,5.666666666666667,2,9,11.25,5,15,3.0,3,3,1,2,0,0,1,0,0,1,0,0,0,0,10,1.25,2.0,1.0,0.4330127018922193,0.21052631578947367,0.2631578947368421,0.2631578947368421,0.2631578947368421,0,1
2,3,5,2,3,5,5.5,2,9,12.0,5,16,10.8,4,19,13.5,10,17,4.0,1,8,10.0,0,14,0,1,2,0,0,2,0,0,0,1,0,1,8,1.4285714285714286,4.0,1.0,0.8206518066482897,0.05263157894736842,0.21052631578947367,0.21052631578947367,0.5263157894736842,-10,2
3,4,5,1,5,2,12.333333333333334,1,19,8.5,0,18,10.6,5,16,15.0,15,15,7.4,3,14,7.0,2,12,0,0,0,0,1,0,1,2,0,1,0,1,6,1.0526315789473684,2.0,1.0,0.22329687826943603,0.15789473684210525,0.15789473684210525,0.15789473684210525,0.5263157894736842,-6,1
3,4,4,3,3,3,4.0,2,7,9.5,5,15,13.0,1,18,7.0,0,12,14.333333333333334,11,19,8.0,4,14,1,0,1,0,0,0,1,0,0,1,1,0,10,1.1764705882352942,3.0,1.0,0.5128116404165498,0.10526315789473684,0.2631578947368421,0.2631578947368421,0.3684210526315789,-6,3
2,2,4,6,2,4,8.5,5,12,12.5,11,14,12.25,6,19,8.333333333333334,0,18,11.0,9,13,6.75,1,17,0,0,0,1,0,1,0,1,0,2,0,0,6,1.1111111111111112,2.0,1.0,0.3142696805273545,0.05263157894736842,0.15789473684210525,0.15789473684210525,0.631578947368421,-12,1
2,2,2,5,4,5,10.0,2,18,9.0,5,13,10.0,3,17,10.2,4,16,7.75,1,15,10.0,0,19,0,0,0,0,0,1,0,0,1,1,0,2,8,1.0526315789473684,2.0,1.0,0.22329687826943603,0.0,0.21052631578947367,0.21052631578947367,0.5789473684210527,-12,2
2,4,2,2,6,4,12.5,7,18,6.0,0,12,11.5,10,13,3.5,3,4,12.666666666666666,5,17,8.75,2,19,0,2,0,1,2,0,0,0,0,0,1,1,7,1.4285714285714286,4.0,1.0,0.8206518066482897,0.10526315789473684,0.21052631578947367,0.15789473684210525,0.5263157894736842,-8,1
4,8,2,1,3,2,7.75,0,19,10.0,3,17,8.5,1,16,2.0,2,2,10.666666666666666,9,12,14.0,10,18,0,2,0,0,1,0,1,2,1,0,1,1,8,1.3333333333333333,3.0,1.0,0.699205898780101,0.3684210526315789,0.21052631578947367,0.21052631578947367,0.21052631578947367,4,1
4,0,4,5,2,5,7.5,1,17,-1.0,-1,-1,9.75,2,14,9.8,0,19,4.0,3,5,12.8,6,18,0,0,1,1,0,1,0,0,1,1,1,0,8,1.1764705882352942,2.0,1.0,0.3812200410828153,0.0,0.21052631578947367,0.21052631578947367,0.5789473684210527,-12,1
5,2,2,4,3,4,7.6,1,17,5.0,2,8,10.5,5,16,9.75,4,19,12.333333333333334,10,15,11.25,0,18,0,0,0,0,0,1,1,1,0,1,1,1,10,1.0526315789473684,2.0,1.0,0.22329687826943603,0.10526315789473684,0.2631578947368421,0.2631578947368421,0.3684210526315789,-6,1
5,1,5,3,2,4,6.8,0,17,18.0,18,18,9.4,3,15,8.0,4,13,14.5,10,19,9.5,2,16,1,0,1,0,0,0,1,0,2,1,0,0,7,1.1111111111111112,2.0,1.0,0.3142696805273545,0.10526315789473684,0.21052631578947367,0.15789473684210525,0.5263157894736842,-8,1
3,2,4,5,5,1,15.333333333333334,12,19,5.5,2,9,14.25,11,17,5.8,3,8,8.6,0,18,4.0,4,4,0,0,1,2,1,0,0,0,0,0,0,0,9,1.3333333333333333,4.0,1.0,0.7888106377466154,0.0,0.21052631578947367,0.2631578947368421,0.5263157894736842,-10,2
2,3,2,4,5,4,8.0,3,13,7.0,2,15,13.5,9,18,8.0,0,17,11.4,5,19,9.25,1,14,0,0,0,1,1,0,1,1,0,2,1,1,6,1.1111111111111112,2.0,1.0,0.3142696805273545,0.10526315789473684,0.15789473684210525,0.15789473684210525,0.5789473684210527,-10,3
10,3,1,2,2,2,7.6,0,19,9.333333333333334,2,17,18.0,18,18,11.5,8,15,10.0,6,14,12.5,12,13,3,0,0,0,0,1,2,2,0,0,0,1,8,1.3333333333333333,3.0,1.0,0.5962847939999438,0.42105263157894735,0.21052631578947367,0.21052631578947367,0.15789473684210525,6,1
1,5,6,3,3,2,12.0,12,12,7.4,0,14,9.833333333333334,1,16,12.0,8,18,8.0,2,17,11.0,3,19,0,1,1,0,0,0,1,0,2,2,1,0,7,1.1111111111111112,2.0,1.0,0.3142696805273545,0.10526315789473684,0.21052631578947367,0.15789473684210525,0.5263157894736842,-8,1
1,4,2,6,4,3,4.0,4,4,9.5,0,18,8.0,7,9,9.666666666666666,1,15,10.5,2,16,10.666666666666666,5,19,0,1,0,1,0,0,0,1,1,1,0,0,5,1.1111111111111112,2.0,1.0,0.3142696805273545,0.10526315789473684,0.15789473684210525,0.10526315789473684,0.631578947368421,-10,1
5,6,6,0,3,0,8.6,0,18,6.333333333333333,1,13,13.333333333333334,2,19,-1.0,-1,-1,9.666666666666666,6,14,-1.0,-1,-1,1,2,1,0,0,0,1,0,0,0,0,0,11,1.4285714285714286,3.0,1.0,0.7284313590846836,0.2631578947368421,0.3157894736842105,0.2631578947368421,0.15789473684210525,2,1
5,3,3,4,1,4,7.8,2,14,5.0,4,6,7.0,0,12,16.0,10,19,1.0,1,1,12.5,8,16,2,1,0,1,0,1,1,1,1,0,0,0,4,1.5384615384615385,3.0,1.0,0.7457969011409736,0.3157894736842105,0.10526315789473684,0.10526315789473684,0.47368421052631576,-4,1
2,4,4,4,4,2,13.5,12,15,11.0,9,14,6.25,2,13,10.25,1,18,9.25,3,19,8.0,0,16,0,1,0,1,1,0,0,2,1,2,0,0,4,1.25,3.0,1.0,0.5590169943749475,0.21052631578947367,0.10526315789473684,0.10526315789473684,0.5789473684210527,-8,1
3,3,2,5,4,3,8.333333333333334,2,18,12.0,10,14,7.0,3,11,10.8,4,19,9.0,0,16,8.333333333333334,1,15,0,0,0,0,0,0,0,0,1,0,1,1,12,1.0,1.0,1.0,0.0,0.0,0.3157894736842105,0.3157894736842105,0.3684210526315789,-8,1
4,4,4,2,4,2,4.5,0,9,10.0,1,17,10.0,7,12,10.0,2,18,11.25,3,19,13.5,13,14,1,1,1,0,0,1,2,0,0,0,0,1,7,1.3333333333333333,3.0,1.0,0.5962847939999438,0.21052631578947367,0.21052631578947367,0.15789473684210525,0.42105263157894735,-4,1
1,4,5,2,5,3,3.0,3,3,13.0,4,19,5.6,0,11,11.5,9,14,8.8,2,16,13.333333333333334,7,18,0,0,2,0,0,0,1,0,0,1,0,2,7,1.1111111111111112,2.0,1.0,0.3142696805273545,0.05263157894736842,0.15789473684210525,0.21052631578947367,0.5789473684210527,-10,2
1,2,1,9,6,1,13.0,13,13,15.5,15,16,10.0,10,10,7.333333333333333,0,17,10.833333333333334,2,19,5.0,5,5,0,1,0,3,1,0,0,0,1,1,1,0,4,1.3333333333333333,2.0,1.0,0.47140452079103173,0.05263157894736842,0.10526315789473684,0.10526315789473684,0.7368421052631579,-14,2
4,2,4,5,2,3,7.75,0,14,11.5,11,12,12.0,5,19,6.0,1,10,15.5,15,16,9.0,2,17,1,1,2,1,1,0,0,1,1,0,1,0,5,1.4285714285714286,2.0,1.0,0.4948716593053935,0.15789473684210525,0.15789473684210525,0.10526315789473684,0.5789473684210527,-8,1
4,5,4,2,3,2,8.25,6,10,7.0,1,15,8.75,0,17,11.5,5,18,15.333333333333334,13,19,9.0,7,11,1,1,1,0,1,0,0,0,1,0,0,0,12,1.3333333333333333,3.0,1.0,0.5962847939999438,0.15789473684210525,0.3157894736842105,0.3157894736842105,0.21052631578947367,-2,2
4,2,4,3,3,4,10.5,6,17,8.5,3,14,7.0,1,13,6.333333333333333,0,15,13.666666666666666,10,19,10.75,2,18,0,0,0,0,0,0,0,0,0,2,0,1,12,1.0,1.0,1.0,0.0,0.0,0.3157894736842105,0.3157894736842105,0.3684210526315789,-8,3
1,5,4,4,4,2,9.0,9,9,8.6,0,17,7.5,3,16,11.75,7,18,8.25,1,19,14.0,13,15,0,0,1,1,1,0,1,0,1,0,0,0,9,1.1764705882352942,2.0,1.0,0.3812200410828153,0.05263157894736842,0.2631578947368421,0.21052631578947367,0.47368421052631576,-8,1
2,4,5,4,2,3,13.0,10,16,8.5,2,15,7.8,0,14,7.75,3,12,11.5,5,18,12.333333333333334,1,19,0,0,1,0,0,0,1,1,1,3,1,1,8,1.0526315789473684,2.0,1.0,0.22329687826943603,0.10526315789473684,0.21052631578947367,0.21052631578947367,0.47368421052631576,-8,1
6,3,4,1,2,4,9.333333333333334,0,17,9.666666666666666,2,15,11.5,1,18,6.0,6,6,6.5,3,10,10.0,5,19,1,0,0,0,0,0,1,1,0,0,0,1,11,1.0526315789473684,2.0,1.0,0.22329687826943603,0.15789473684210525,0.3157894736842105,0.2631578947368421,0.2631578947368421,-2,2
4,4,2,2,3,5,14.0,10,19,6.5,2,13,7.0,0,14,16.0,15,17,7.666666666666667,3,12,7.8,1,18,1,0,0,0,0,1,0,0,1,0,1,0,13,1.1111111111111112,2.0,1.0,0.3142696805273545,0.05263157894736842,0.3157894736842105,0.3684210526315789,0.2631578947368421,-4,2
3,5,4,5,1,2,3.6666666666666665,0,9,10.4,4,16,11.75,6,18,8.0,1,17,11.0,11,11,14.5,10,19,0,1,0,0,0,0,0,0,0,3,0,1,13,1.0526315789473684,2.0,1.0,0.22329687826943603,0.05263157894736842,0.3684210526315789,0.3157894736842105,0.2631578947368421,-4,2
4,2,1,5,4,4,10.5,7,16,16.5,15,18,17.0,17,17,8.0,2,13,6.25,0,14,8.25,3,19,1,0,0,1,1,1,0,1,0,0,0,0,8,1.25,2.0,1.0,0.4330127018922193,0.10526315789473684,0.21052631578947367,0.21052631578947367,0.47368421052631576,-8,2
2,7,1,3,4,3,5.0,4,6,9.142857142857142,0,16,3.0,3,3,11.333333333333334,5,18,9.75,1,19,13.333333333333334,12,15,0,2,0,0,1,1,1,0,0,0,0,0,9,1.3333333333333333,4.0,1.0,0.7888106377466154,0.21052631578947367,0.2631578947368421,0.21052631578947367,0.3157894736842105,-2,2
4,5,3,3,3,2,6.25,0,13,10.4,3,17,4.333333333333333,1,10,11.666666666666666,5,16,17.333333333333332,15,19,6.5,6,7,0,1,1,0,1,1,1,2,0,0,0,0,9,1.25,2.0,1.0,0.4330127018922193,0.21052631578947367,0.2631578947368421,0.21052631578947367,0.3157894736842105,-2,2
4,3,5,4,2,2,8.0,3,16,7.333333333333333,1,12,10.4,2,19,12.0,4,17,3.5,0,7,14.5,11,18,0,0,0,1,0,0,1,0,0,1,0,0,12,1.0526315789473684,2.0,1.0,0.22329687826943603,0.05263157894736842,0.3157894736842105,0.3157894736842105,0.3157894736842105,-6,1
4,5,1,5,2,3,7.75,1,19,7.4,4,11,2.0,2,2,11.6,5,16,16.0,14,18,10.0,0,17,0,1,0,1,0,0,2,1,0,0,0,2,9,1.1111111111111112,2.0,1.0,0.3142696805273545,0.21052631578947367,0.21052631578947367,0.2631578947368421,0.3157894736842105,-2,3
7,3,0,3,4,3,6.714285714285714,0,16,13.333333333333334,5,18,-1.0,-1,-1,14.0,11,19,7.25,2,13,10.666666666666666,3,15,2,1,0,1,0,1,2,0,0,0,2,0,9,1.3333333333333333,2.0,1.0,0.47140452079103173,0.2631578947368421,0.2631578947368421,0.21052631578947367,0.2631578947368421,0,1
2,2,4,3,3,6,15.0,11,19,17.5,17,18,4.5,2,7,9.333333333333334,1,15,3.0,0,5,11.666666666666666,8,16,0,1,2,0,1,2,0,1,0,1,0,0,3,1.5384615384615385,3.0,1.0,0.6343239424027171,0.10526315789473684,0.05263157894736842,0.10526315789473684,0.7368421052631579,-12,2
3,6,2,4,3,2,10.0,1,17,6.833333333333333,0,14,12.5,10,15,8.75,2,18,12.333333333333334,5,19,11.0,6,16,0,1,0,1,0,0,0,2,0,0,1,0,11,1.1111111111111112,2.0,1.0,0.3142696805273545,0.15789473684210525,0.3157894736842105,0.2631578947368421,0.2631578947368421,-2,3
1,2,5,1,3,8,17.0,17,17,13.0,12,14,8.0,3,11,13.0,13,13,8.666666666666666,0,18,8.5,1,19,0,0,1,0,0,3,0,0,0,0,2,0,6,1.4285714285714286,3.0,1.0,0.7284313590846835,0.0,0.15789473684210525,0.15789473684210525,0.6842105263157895,-14,1
5,3,6,1,1,4,6.4,0,14,9.666666666666666,2,18,11.833333333333334,1,19,12.0,12,12,8.0,8,8,9.5,4,13,1,0,1,0,0,1,0,0,0,0,0,0,11,1.3333333333333333,3.0,1.0,0.699205898780101,0.10526315789473684,0.3157894736842105,0.2631578947368421,0.3157894736842105,-4,1
3,2,5,2,6,2,9.666666666666666,1,15,12.0,10,14,8.4,2,19,8.0,5,11,9.0,0,18,12.5,9,16,0,0,1,0,2,0,1,1,0,2,1,1,6,1.1764705882352942,2.0,1.0,0.3812200410828153,0.10526315789473684,0.15789473684210525,0.15789473684210525,0.5789473684210527,-10,2
4,5,1,6,2,2,8.5,0,17,12.4,8,16,4.0,4,4,10.666666666666666,1,19,7.5,3,12,5.5,5,6,0,1,0,2,0,1,2,1,0,0,0,0,9,1.25,2.0,1.0,0.4330127018922193,0.21052631578947367,0.2631578947368421,0.21052631578947367,0.3157894736842105,-2,1
1,3,5,2,5,4,9.0,9,9,12.333333333333334,7,16,5.6,1,17,16.5,15,18,10.2,0,19,8.0,4,12,0,0,1,0,0,0,0,0,1,0,1,2,8,1.1111111111111112,3.0,1.0,0.4581228472908512,0.0,0.21052631578947367,0.21052631578947367,0.5789473684210527,-12,2
2,3,6,4,2,3,5.5,1,10,13.333333333333334,6,19,9.166666666666666,0,18,6.0,2,13,11.5,7,16,12.333333333333334,8,17,0,0,0,1,0,0,0,0,1,2,2,0,9,1.0526315789473684,2.0,1.0,0.22329687826943603,0.0,0.21052631578947367,0.2631578947368421,0.5263157894736842,-10,4
4,2,1,6,3,4,12.0,0,19,10.0,2,18,1.0,1,1,9.0,4,14,8.0,6,10,10.75,3,16,0,0,0,2,0,1,1,1,0,0,1,1,6,1.1764705882352942,2.0,1.0,0.3812200410828153,0.10526315789473684,0.15789473684210525,0.15789473684210525,0.5789473684210527,-8,2
4,4,2,4,5,1,8.5,2,16,5.25,1,11,17.0,15,19,12.0,7,18,10.6,5,17,0.0,0,0,0,0,0,0,1,0,1,3,0,1,0,0,8,1.0526315789473684,2.0,1.0,0.22329687826943603,0.21052631578947367,0.21052631578947367,0.21052631578947367,0.3684210526315789,-4,1
1,2,8,2,2,5,19.0,19,19,11.5,11,12,8.875,0,18,2.0,1,3,15.0,14,16,8.6,5,15,0,1,2,0,0,1,0,0,2,2,1,1,3,1.3333333333333333,3.0,1.0,0.5962847939999438,0.05263157894736842,0.05263157894736842,0.10526315789473684,0.7894736842105263,-14,3
6,2,4,1,5,2,10.333333333333334,2,19,13.5,12,15,7.5,1,17,4.0,4,4,12.0,5,18,3.5,0,7,0,0,0,0,1,0,1,1,1,0,0,0,11,1.0526315789473684,2.0,1.0,0.22329687826943603,0.10526315789473684,0.2631578947368421,0.3157894736842105,0.3157894736842105,-4,2
4,2,4,5,2,3,12.0,2,19,5.5,0,11,6.5,1,16,9.0,6,15,15.0,12,18,10.0,3,14,0,0,1,2,0,1,1,0,1,1,1,0,8,1.3333333333333333,4.0,1.0,0.7888106377466154,0.05263157894736842,0.21052631578947367,0.21052631578947367,0.5263157894736842,-8,1
2,4,2,3,4,5,11.0,8,14,8.75,3,15,11.0,4,18,6.666666666666667,1,13,8.25,0,17,11.6,2,19,0,0,0,0,0,0,1,1,0,0,1,1,8,1.0,1.0,1.0,0.0,0.10526315789473684,0.21052631578947367,0.21052631578947367,0.47368421052631576,-8,2
2,5,6,3,2,2,5.5,0,11,10.4,4,19,10.5,3,17,8.666666666666666,2,18,12.0,10,14,7.0,1,13,0,1,2,0,0,0,0,0,1,2,0,1,10,1.1764705882352942,2.0,1.0,0.3812200410828153,0.05263157894736842,0.2631578947368421,0.2631578947368421,0.42105263157894735,-6,1
