store_id,month,year,ad_spend_usd,sales_revenue_usd,is_holiday_month,foot_traffic,local_population,competitor_count,date,sales_per_traffic,ad_intensity
49,9,1,2983.41,202503.89,0,2666,42161,5,2001-01-09,75.95794823705927,0.014732605877348823
49,10,1,3651.4,206665.62,0,2637,54372,8,2001-01-10,78.37149032992036,0.01766815399677992
49,11,1,19805.56,523948.01,1,4640,56540,4,2001-01-11,112.91982974137932,0.03780062071425751
49,12,1,17042.72,495328.7,1,4941,33985,8,2001-01-12,100.24867435741753,0.03440688980872701
49,1,2,19415.28,512666.03,1,4495,48136,8,2001-02-01,114.05250945494996,0.03787120437841376
49,2,2,5601.81,225854.99,0,2426,37195,3,2001-02-02,93.09768755152514,0.024802684235579655
49,3,2,5564.36,228496.93,0,1699,50190,5,2001-02-03,134.4890700412007,0.024352012081737814
49,4,2,5243.88,246133.96,0,2806,52966,7,2001-02-04,87.71702066999286,0.021304983676368756
49,5,2,4670.19,228009.98,0,2375,44934,6,2001-02-05,96.00420210526316,0.02048239291981868
49,6,2,7777.72,262875.18,0,2627,61554,3,2001-02-06,100.06668443090977,0.029587121918470967
49,7,2,3516.26,226624.47,0,3021,54533,8,2001-02-07,75.01637537239324,0.015515800213454443
49,8,2,4877.09,211798.72,0,2909,43187,6,2001-02-08,72.80808525266414,0.023027004129203426
49,9,2,5973.54,245309.89,0,2723,38975,8,2001-02-09,90.08809768637532,0.02435099538791526
49,10,2,5369.19,242709.48,0,2958,33021,2,2001-02-10,82.05188640973631,0.022121880035341015
49,11,2,18772.73,513298.6,1,5498,61945,3,2001-02-11,93.36096762459076,0.0365727278430138
49,12,2,18621.24,517917.73,1,5069,45107,8,2001-02-12,102.17355099625172,0.035954050076640556
49,1,3,18301.03,486845.6,1,4559,36671,2,2001-03-01,106.78780434305769,0.03759103502219184
49,2,3,3929.7,224186.55,0,2780,43676,6,2001-03-02,80.64264388489208,0.017528705446423973
49,3,3,5040.99,225957.57,0,2776,53501,4,2001-03-03,81.39681916426514,0.022309453938631044
49,4,3,4520.34,228737.36,0,2797,50697,3,2001-03-04,81.77953521630317,0.019762141173615015
49,5,3,6043.46,237541.28,0,2474,51072,7,2001-03-05,96.01506871463218,0.02544172532875128
49,6,3,2943.93,211741.4,0,3408,35767,8,2001-03-06,62.13069248826291,0.013903421815478692
49,7,3,4673.75,212675.5,0,2246,33938,6,2001-03-07,94.69078361531612,0.021975968082830415
49,8,3,6784.88,243144.55,0,2645,40222,6,2001-03-08,91.92610586011342,0.027904717584663116
49,9,3,7473.89,246355.02,0,2271,51368,2,2001-03-09,108.47865257595772,0.030337883920530627
49,10,3,4447.54,223911.08,0,3138,53657,3,2001-03-10,71.35471000637348,0.01986297417707065
49,11,3,17637.86,481690.85,1,5296,49599,7,2001-03-11,90.95371034743202,0.036616556033812975
49,12,3,18663.52,499714.68,1,5238,42905,3,2001-03-12,95.4018098510882,0.037348352463849974
50,1,1,18964.92,509326.82,1,4560,41176,5,2001-01-01,111.69447807017544,0.03723526673894769
50,2,1,6235.26,254909.38,0,3707,44839,4,2001-01-02,68.76433234421366,0.02446069265870091
50,3,1,4861.23,210431.1,0,2130,42181,4,2001-01-03,98.79394366197184,0.023101290636222495
50,4,1,4532.69,197615.28,0,2018,58888,7,2001-01-04,97.92630327056492,0.022936940908617996
50,5,1,3903.35,219374.98,0,3159,39171,3,2001-01-05,69.44443811332701,0.01779305005520684
50,6,1,5917.08,243153.04,0,2937,49745,6,2001-01-06,82.789594824651,0.024334797541498965
50,7,1,4848.11,220812.96,0,3011,50965,2,2001-01-07,73.33542344735967,0.021955731221573224
50,8,1,4410.4,237848.94,0,3039,45337,2,2001-01-08,78.2655281342547,0.01854286170037167
50,9,1,5544.06,223472.39,0,2228,58152,8,2001-01-09,100.30179084380612,0.024808702318886017
50,10,1,5279.35,227156.05,0,2133,43883,3,2001-01-10,106.49603844350679,0.023241071501287333
50,11,1,21011.6,526958.95,1,4920,27459,4,2001-01-11,107.10547764227641,0.03987331461017979
50,12,1,18531.59,522640.78,1,5570,37527,8,2001-01-12,93.8313788150808,0.03545760436068536
50,1,2,19707.76,513430.28,1,4671,57737,8,2001-02-01,109.9187069150075,0.03838449107442591
50,2,2,4995.06,248912.38,0,3063,57630,4,2001-02-02,81.26424420502775,0.02006754344641275
50,3,2,3739.94,212579.78,0,2555,51112,3,2001-02-03,83.2014794520548,0.017593112571666035
50,4,2,5193.08,233923.31,0,2802,38174,5,2001-02-04,83.48440756602427,0.022199925266105373
50,5,2,4447.78,224352.04,0,2770,44451,8,2001-02-05,80.99351624548737,0.019825003597025458
50,6,2,3633.88,204684.67,0,2542,66254,5,2001-02-06,80.52111329661685,0.017753552330030384
50,7,2,5737.57,237583.95,0,2597,61323,2,2001-02-07,91.48400077011938,0.024149653206792795
50,8,2,6556.8,247867.89,0,2933,54890,2,2001-02-08,84.51002045687011,0.026452801127245646
50,9,2,3648.95,214082.37,0,2877,30087,7,2001-02-09,74.41166840458811,0.017044607643310377
50,10,2,2928.88,194582.81,0,2125,48238,3,2001-02-10,91.56838117647058,0.015052100439910392
50,11,2,19469.54,518990.12,1,4509,38202,2,2001-02-11,115.10093590596584,0.03751427869185641
50,12,2,20575.11,531391.23,1,5623,38817,8,2001-02-12,94.50315312110972,0.038719325495831014
50,1,3,19558.42,532624.7,1,5298,41053,8,2001-03-01,100.53316345790864,0.036720828005160105
50,2,3,5092.71,242315.44,0,3166,46718,4,2001-03-02,76.53677826910929,0.02101686132753241
50,3,3,5997.94,231535.62,0,2921,49330,5,2001-03-03,79.26587470044505,0.025905042170185303
50,4,3,5010.62,242708.91,0,2747,33929,6,2001-03-04,88.35417182380779,0.020644565541495775
50,5,3,2439.09,192072.23,0,2610,46018,6,2001-03-05,73.59089272030651,0.012698816481695454
50,6,3,3264.31,220988.58,0,2945,21824,6,2001-03-06,75.03856706281833,0.014771396784394923
50,7,3,5218.01,244677.22,0,3201,47994,7,2001-03-07,76.43774445485786,0.021326096479271753
50,8,3,4159.68,228137.97,0,2673,45926,2,2001-03-08,85.34903479236813,0.018233177055095213
50,9,3,3976.25,239274.8,0,3408,56039,5,2001-03-09,70.20974178403756,0.016617922154777687
50,10,3,4192.2,228017.73,0,3017,47628,7,2001-03-10,75.57763672522374,0.018385412397535928
50,11,3,20958.69,534342.53,1,4565,50072,8,2001-03-11,117.05203285870756,0.03922332366094834
50,12,3,21499.18,526087.24,1,4447,46578,3,2001-03-12,118.30160557679334,0.0408661878968971
51,1,1,22102.35,543933.22,1,4976,56308,7,2001-01-01,109.3113384244373,0.04063430801303145
51,2,1,3660.81,205627.52,0,2404,54793,4,2001-01-02,85.53557404326122,0.0178031131241577
51,3,1,5614.22,234065.17,0,2773,53287,6,2001-01-03,84.40864406779662,0.023985713038808806
51,4,1,6373.66,256429.28,0,3286,77206,3,2001-01-04,78.03690809494826,0.024855429925942935
51,5,1,4156.48,210789.13,0,2280,39900,8,2001-01-05,92.45137280701755,0.019718663860892636
51,6,1,4908.94,232439.05,0,3511,54977,6,2001-01-06,66.20309028766732,0.021119256854646412
51,7,1,5747.06,257182.17,0,3334,44607,7,2001-01-07,77.13922315536892,0.02234626140684636
51,8,1,4635.52,214424.27,0,1829,38403,2,2001-01-08,117.23579551667578,0.021618448322104585
51,9,1,4204.85,221468.68,0,2593,38342,8,2001-01-09,85.41021210952565,0.018986206085664124
51,10,1,5589.94,231489.48,0,2355,34181,3,2001-01-10,98.29701910828025,0.024147706409811794
51,11,1,20447.64,524812.04,1,5368,40739,7,2001-01-11,97.76677347242922,0.038961834793271886
51,12,1,20143.39,530218.19,1,5500,55564,8,2001-01-12,96.40330727272726,0.03799075622056648
51,1,2,17712.35,496820.04,1,4673,43319,8,2001-02-01,106.31714958270918,0.035651440308245214
51,2,2,5543.41,245217.3,0,3059,36603,2,2001-02-02,80.16256946714613,0.022606113027098824
51,3,2,5563.55,255856.07,0,3403,49553,3,2001-02-03,75.18544519541581,0.021744842715672136
51,4,2,4833.74,217184.89,0,2285,44026,5,2001-02-04,95.04809190371992,0.02225633652506857
51,5,2,4789.17,225170.17,0,2977,50075,6,2001-02-05,75.63660396372187,0.021269113932809128
51,6,2,3733.6,221537.74,0,3238,47797,8,2001-02-06,68.41807906114886,0.016853110445199992
51,7,2,4216.28,221108.16,0,2102,45282,7,2001-02-07,105.18941960038059,0.01906885752203808
51,8,2,7637.07,262328.98,0,2337,50651,3,2001-02-08,112.25031236628155,0.029112566976016146
51,9,2,4224.68,215366.13,0,2787,35927,4,2001-02-09,77.27525296017222,0.01961626928059672
51,10,2,4725.08,225798.7,0,2512,42389,2,2001-02-10,89.88801751592356,0.0209260726478939
51,11,2,18556.26,513438.48,1,4504,39542,4,2001-02-11,113.99611012433392,0.03614115560641267
51,12,2,19143.64,520744.96,1,5092,32091,4,2001-02-12,102.2672741555381,0.03676202646301176
51,1,3,17421.98,498431.93,1,4949,35292,4,2001-03-01,100.71366538694686,0.03495357931824312
51,2,3,7044.35,260865.31,0,2880,49806,6,2001-03-02,90.57823263888889,0.02700378214335973
51,3,3,5273.21,219301.85,0,2576,53847,6,2001-03-03,85.13270574534161,0.02404544238910889
51,4,3,5349.92,213527.96,0,2386,45411,5,2001-03-04,89.49202011735122,0.025054892108743045
51,5,3,4346.52,217133.29,0,2998,38444,8,2001-03-05,72.42604736490995,0.020017750387331213
51,6,3,6276.13,246257.85,0,2830,37670,7,2001-03-06,87.01690812720848,0.02548600988760358
51,7,3,3447.7,213941.16,0,2739,49734,4,2001-03-07,78.10922234392115,0.016115178584616443
51,8,3,5728.09,235417.56,0,2360,36199,2,2001-03-08,99.7532033898305,0.02433161740356157
51,9,3,6932.5,251802.12,0,2298,40046,6,2001-03-09,109.57446475195822,0.027531539448516162
51,10,3,3364.76,202353.91,0,2631,49609,8,2001-03-10,76.91140630938807,0.016628094806767017
51,11,3,19269.96,517604.17,1,5041,48617,5,2001-03-11,102.67886728823646,0.03722914365237823
51,12,3,18341.08,505760.49,1,4934,42630,8,2001-03-12,102.5051661937576,0.03626435904473282
52,1,1,17733.01,503939.13,1,5164,46586,6,2001-01-01,97.58697327652982,0.03518879353544147
52,2,1,4430.38,235943.26,0,3388,46219,4,2001-01-02,69.64086776859504,0.018777311121326374
52,3,1,4306.07,212548.49,0,2345,55471,8,2001-01-03,90.63901492537313,0.020259235904240017
52,4,1,4867.17,226250.99,0,2589,55493,3,2001-01-04,87.38933565083043,0.02151225946016855
52,5,1,5110.78,223418.76,0,3029,39073,5,2001-01-05,73.75990756025091,0.022875339564144028
52,6,1,5048.62,233086.47,0,2901,44633,6,2001-01-06,80.34693898655637,0.02165985867819784
52,7,1,4703.38,234027.48,0,2903,55698,4,2001-01-07,80.61573544609026,0.020097554355582515
52,8,1,8277.79,278102.6,0,2992,48675,5,2001-01-08,92.94872994652405,0.029765237721617856
52,9,1,4473.68,237915.83,0,3252,42543,7,2001-01-09,73.15984932349323,0.01880362479453343
52,10,1,4707.31,226813.26,0,2962,48226,7,2001-01-10,76.57436191762324,0.020754121694648717
52,11,1,17808.41,503503.66,1,4928,50795,4,2001-01-11,102.17200892857143,0.03536897825131996
52,12,1,18744.66,517764.24,1,4739,48751,7,2001-01-12,109.25601181683899,0.036203079610132985
52,1,2,17879.81,495950.86,1,4832,46428,3,2001-02-01,102.6388369205298,0.03605157575490443
52,2,2,4290.11,228851.47,0,2693,40889,8,2001-02-02,84.98012253991831,0.018746263679232645
52,3,2,3314.24,210004.28,0,2560,49531,4,2001-02-03,82.032921875,0.015781773590519202
52,4,2,4391.85,212981.14,0,2234,50024,5,2001-02-04,95.33623097582812,0.020620839948551312
52,5,2,3951.22,203633.32,0,2282,45979,2,2001-02-05,89.23458369851008,0.01940360251455901
52,6,2,2055.7,214449.71,0,2981,48836,5,2001-02-06,71.93884937940288,0.009585930426299015
52,7,2,2785.08,213016.69,0,3011,50575,4,2001-02-07,70.74616074393889,0.013074468484136148
52,8,2,4724.46,224911.82,0,2573,49351,2,2001-02-08,87.41228915662651,0.021005832419123193
52,9,2,7732.98,275519.39,0,2490,51915,2,2001-02-09,110.65035742971888,0.028066917540721905
52,10,2,5002.6,251517.6,0,3453,55203,7,2001-02-10,72.84031277150304,0.019889661797027326
52,11,2,20006.01,524119.4,1,4961,32571,8,2001-02-11,105.64793388429753,0.03817071071973294
52,12,2,16620.83,483172.55,1,4509,40310,8,2001-02-12,107.15736305167442,0.03439936726537963
52,1,3,17233.84,482156.87,1,4358,47294,3,2001-03-01,110.63718907755852,0.03574322191032973
52,2,3,3512.97,204085.17,0,2666,51705,7,2001-03-02,76.5510765191298,0.017213254642657275
52,3,3,7050.82,238543.62,0,1844,27525,8,2001-03-03,129.36204989154012,0.029557780669212615
52,4,3,5900.53,231151.24,0,2470,42612,8,2001-03-04,93.5834979757085,0.02552670710310704
52,5,3,4266.51,225654.67,0,2895,44897,7,2001-03-05,77.94634542314336,0.018907253282194426
52,6,3,4406.37,217257.32,0,2409,48613,8,2001-03-06,90.18568700705687,0.020281802242612584
52,7,3,2722.64,209262.78,0,3353,43654,5,2001-03-07,62.410611392782585,0.013010627116776332
52,8,3,2855.78,204097.65,0,2811,60386,6,2001-03-08,72.60677694770544,0.013992223820313465
52,9,3,5172.47,244421.67,0,3382,38719,8,2001-03-09,72.27133944411591,0.02116207617761551
52,10,3,6565.07,257568.74,0,3426,48587,6,2001-03-10,75.18060128429656,0.025488613253300846
52,11,3,19444.09,509896.1,1,4703,43194,6,2001-03-11,108.41932808845418,0.038133435419490366
52,12,3,17607.32,497609.87,1,4731,48989,4,2001-03-12,105.18069541323187,0.03538378368580189
53,1,1,19261.68,517739.43,1,4808,54272,2,2001-01-01,107.68290973377704,0.03720342489657394
53,2,1,5150.96,220182.3,0,2871,50951,7,2001-01-02,76.69184952978055,0.02339406936888206
53,3,1,5714.26,240038.7,0,3203,44298,7,2001-01-03,74.94183577895723,0.02380557801721139
53,4,1,4640.94,226994.73,0,2434,50242,5,2001-01-04,93.25995480690223,0.020445144255111118
53,5,1,5409.31,231023.63,0,2728,53187,7,2001-01-05,84.68608137829912,0.02341453123215145
53,6,1,5025.78,236614.77,0,2892,54542,2,2001-01-06,81.81700207468879,0.021240347760201107
53,7,1,6362.0,247703.18,0,2818,45996,5,2001-01-07,87.90034776437189,0.02568396578517886
53,8,1,4580.13,229366.79,0,2885,39385,2,2001-01-08,79.50322010398614,0.01996858394364764
53,9,1,6192.24,250116.68,0,3140,50993,3,2001-01-09,79.65499363057324,0.024757405223833934
53,10,1,6869.75,247837.03,0,2405,55691,4,2001-01-10,103.05074012474013,0.0277188199035471
53,11,1,19896.46,518230.04,1,5283,51139,8,2001-01-11,98.09389362104864,0.03839310434416345
53,12,1,18459.07,512725.85,1,5803,53525,8,2001-01-12,88.35530759951749,0.03600183216820451
53,1,2,19747.55,521057.04,1,5201,42773,4,2001-02-01,100.18401076716016,0.037899017735179244
53,2,2,4321.65,215382.62,0,2353,48086,3,2001-02-02,91.53532511687207,0.020064989459223775
53,3,2,5586.76,221450.24,0,2262,42982,2,2001-02-03,97.90019451812555,0.025228060263109222
53,4,2,5575.76,232126.51,0,2332,45126,2,2001-02-04,99.53966981132076,0.024020349937626684
53,5,2,5193.81,215970.58,0,2595,47382,6,2001-02-05,83.2256570327553,0.024048692187611853
53,6,2,3682.15,216281.61,0,2881,61351,6,2001-02-06,75.07171468240193,0.017024794664696644
53,7,2,6283.31,244839.94,0,2709,45767,3,2001-02-07,90.3801919527501,0.02566292901395091
53,8,2,4461.0,227758.49,0,3310,44058,2,2001-02-08,68.80921148036253,0.019586536598482016
53,9,2,5494.0,228736.01,0,2073,47206,5,2001-02-09,110.34057404727449,0.024018955301353728
53,10,2,6042.47,255991.19,0,2634,43045,4,2001-02-10,97.18723993925589,0.023604210754284163
53,11,2,19280.48,521047.73,1,5595,51441,6,2001-02-11,93.12738695263629,0.037003289506702196
53,12,2,18779.46,497577.58,1,4420,35985,2,2001-02-12,112.57411312217195,0.037741772850778364
53,1,3,17486.6,481293.78,1,4412,44701,6,2001-03-01,109.08743880326384,0.03633248698954721
53,2,3,5913.32,223814.68,0,2671,40066,2,2001-03-02,83.79433919880195,0.026420608335431795
53,3,3,5385.58,216405.15,0,2005,45026,6,2001-03-03,107.93274314214463,0.02488656115623866
53,4,3,4368.93,228611.69,0,2432,44941,5,2001-03-04,94.00151726973684,0.019110702519193137
53,5,3,4657.77,228402.47,0,2670,44574,7,2001-03-05,85.54399625468164,0.020392817993605764
53,6,3,5364.4,240967.58,0,3058,50851,5,2001-03-06,78.79907782864618,0.02226191589756597
53,7,3,7242.22,267712.04,0,2840,40392,6,2001-03-07,94.2648028169014,0.027052276020159575
53,8,3,3993.91,218420.81,0,2921,51846,3,2001-03-08,74.77603902773023,0.018285391396543213
53,9,3,4557.63,249364.61,0,3179,56897,5,2001-03-09,78.44121107266436,0.018276972021009717
53,10,3,5439.95,238332.83,0,2838,59586,4,2001-03-10,83.97915081042987,0.022825013238839148
53,11,3,17808.8,493671.96,1,4877,52540,8,2001-03-11,101.22451507074021,0.03607415742226883
53,12,3,18287.2,519110.71,1,5366,43963,6,2001-03-12,96.74072120760343,0.03522793817912175
54,1,1,17377.87,494308.6,1,5441,41402,6,2001-01-01,90.84885131409666,0.03515591272334732
54,2,1,3744.77,210491.43,0,2849,45251,2,2001-01-02,73.88256581256582,0.017790605536766986
54,3,1,3758.91,192917.36,0,2373,48640,4,2001-01-03,81.29682258744205,0.019484560642961318
54,4,1,4649.64,242317.81,0,2967,30578,8,2001-01-04,81.67098415908325,0.01918818926268771
54,5,1,3424.27,213988.21,0,3469,30552,2,2001-01-05,61.68584894782358,0.016002143295651663
54,6,1,5816.11,233644.2,0,2754,54826,6,2001-01-06,84.83812636165578,0.024893021097891578
54,7,1,3552.33,218730.53,0,3082,27050,5,2001-01-07,70.97032121998703,0.016240668369431555
54,8,1,4667.7,225115.62,0,2718,43868,5,2001-01-08,82.82399558498896,0.02073467847322189
54,9,1,5405.98,245768.72,0,3016,46194,3,2001-01-09,81.48830238726791,0.021996208467863605
54,10,1,6284.77,232981.13,0,2577,44524,5,2001-01-10,90.40788901823827,0.026975446466415542
54,11,1,17545.49,526027.32,1,5721,34286,6,2001-01-11,91.94674357629783,0.03335471245105673
54,12,1,18374.96,502628.36,1,4798,40993,8,2001-01-12,104.75789078782826,0.03655774616458172
54,1,2,18947.31,510134.19,1,4868,43936,7,2001-02-01,104.79338331963845,0.03714181556817433
54,2,2,4884.19,243010.12,0,3215,55472,7,2001-02-02,75.58635147744945,0.020098710292394406
54,3,2,3601.12,204190.77,0,2359,51138,5,2001-02-03,86.55818991097922,0.017636056713043396
54,4,2,6724.75,255187.09,0,3360,46448,2,2001-02-04,75.94853869047618,0.026352234354802197
54,5,2,5055.66,243901.85,0,3219,39782,4,2001-02-05,75.76944703324014,0.02072825605873838
54,6,2,5838.09,256110.31,0,2900,39086,2,2001-02-06,88.3139,0.022795216639267667
54,7,2,4208.94,215646.5,0,2566,30318,3,2001-02-07,84.03994544037413,0.01951777561889481
54,8,2,4504.34,227647.1,0,3022,41348,4,2001-02-08,75.32994705493051,0.01978650288099431
54,9,2,3469.75,223716.79,0,3387,45240,4,2001-02-09,66.05160614112785,0.015509564570455351
54,10,2,5412.66,232691.95,0,2348,32501,3,2001-02-10,99.1021933560477,0.023261053938479607
54,11,2,19669.88,523212.6,1,4852,47349,5,2001-02-11,107.83441879637263,0.03759443102096548
54,12,2,19483.01,496738.41,1,3957,43076,4,2001-02-12,125.5340940106141,0.03922187132660025
54,1,3,17462.74,506868.22,1,5014,51005,6,2001-03-01,101.09059034702831,0.03445222902315715
54,2,3,4643.36,211417.78,0,3250,44051,3,2001-03-02,65.05162461538461,0.021962958839128854
54,3,3,4866.9,232011.7,0,2669,34173,7,2001-03-03,86.9283252154365,0.020976959351618904
54,4,3,7632.28,273890.97,0,3358,44789,7,2001-03-04,81.56371947587849,0.027866124976664988
54,5,3,5520.61,219619.35,0,2275,40503,5,2001-03-05,96.53597802197802,0.025137174843655623
54,6,3,4336.48,226769.02,0,2680,43711,4,2001-03-06,84.61530597014925,0.01912289430011207
54,7,3,6529.67,242452.1,0,3056,54332,8,2001-03-07,79.33642015706806,0.026931793950227694
54,8,3,4716.83,226613.03,0,2244,35289,4,2001-03-08,100.98619875222816,0.020814469494538773
54,9,3,5511.11,228374.36,0,2559,41186,8,2001-03-09,89.24359515435717,0.024131912181384985
54,10,3,3998.65,223951.55,0,2586,34236,3,2001-03-10,86.60152745552978,0.017854978007519933
54,11,3,18079.36,513960.01,1,5036,39081,6,2001-03-11,102.05719023034155,0.0351765889334464
54,12,3,17110.7,518742.41,1,5561,45448,5,2001-03-12,93.28221722711741,0.0329849645414571
55,1,1,19690.92,534550.59,1,5154,42408,5,2001-01-01,103.71567520372525,0.036836401209472056
55,2,1,3527.9,213295.42,0,2535,47547,8,2001-01-02,84.14020512820514,0.016539970712920137
55,3,1,4643.77,218999.43,0,2790,47248,3,2001-01-03,78.49441935483871,0.02120448441349825
55,4,1,4470.34,234160.38,0,3116,56917,7,2001-01-04,75.14774711168164,0.019090932462613872
55,5,1,3339.36,207320.5,0,2972,45064,5,2001-01-05,69.7579071332436,0.016107234933351984
55,6,1,5566.52,221550.6,0,1944,56264,4,2001-01-06,113.96635802469136,0.025125276122023595
55,7,1,6972.77,232698.06,0,1923,30409,8,2001-01-07,121.00783151326053,0.029964882388791726
55,8,1,4889.49,245001.32,0,3145,41160,4,2001-01-08,77.90185055643879,0.019956994517417292
55,9,1,4844.25,234758.63,0,2661,39479,5,2001-01-09,88.22195791055994,0.020635024152253743
55,10,1,5453.41,234369.25,0,2525,56253,8,2001-01-10,92.81950495049504,0.02326845351939301
55,11,1,18288.01,513068.51,1,5052,40956,4,2001-01-11,101.55750395882819,0.035644382072873654
55,12,1,16645.23,469453.03,1,4918,33027,6,2001-01-12,95.45608580723872,0.03545664621655546
55,1,2,18879.63,515483.88,1,5247,35787,2,2001-02-01,98.24354488279016,0.03662506381382867
55,2,2,1673.64,191044.73,0,2975,46266,2,2001-02-02,64.21671596638656,0.008760461489830156
55,3,2,3526.66,212982.11,0,2970,58122,4,2001-02-03,71.71114814814814,0.01655847995871578
55,4,2,6358.61,238221.99,0,2173,57159,5,2001-02-04,109.62815922687528,0.026691952325643826
55,5,2,6510.55,253368.08,0,2866,56045,7,2001-02-05,88.40477320307048,0.025696015062355134
55,6,2,6001.97,238378.54,0,2660,51136,2,2001-02-06,89.61599248120301,0.02517831512853464
55,7,2,4182.05,215939.53,0,2659,54066,3,2001-02-07,81.21080481383979,0.019366764390012333
55,8,2,4351.0,240200.17,0,2940,48892,7,2001-02-08,81.7007380952381,0.018114058786885955
55,9,2,4446.15,226070.3,0,2968,49251,7,2001-02-09,76.1692385444744,0.01966711239822303
55,10,2,3085.71,204375.28,0,2298,43621,7,2001-02-10,88.93615317667538,0.015098254544287353
55,11,2,19769.42,516152.67,1,5167,42783,2,2001-02-11,99.89407199535513,0.03830149711324752
55,12,2,16873.19,494415.8,1,5081,50596,8,2001-02-12,97.30679000196811,0.0341275299049909
55,1,3,20598.68,510867.14,1,4330,44059,6,2001-03-01,117.98317321016167,0.04032101183881195
55,2,3,4424.88,199563.68,0,2139,46066,4,2001-03-02,93.29765310892941,0.022172772119656244
55,3,3,3891.1,227290.96,0,3010,29068,4,2001-03-03,75.51194684385382,0.017119466607910847
55,4,3,4892.51,219015.67,0,3318,53822,6,2001-03-04,66.00833936106089,0.022338629925429537
55,5,3,5690.82,231981.8,0,2956,56764,8,2001-03-05,78.47828146143436,0.024531320991560544
55,6,3,3509.32,199531.16,0,2589,60470,7,2001-03-06,77.06881421398224,0.01758782938965523
55,7,3,6664.57,260849.23,0,3177,41550,2,2001-03-07,82.10551778407303,0.025549509960217247
55,8,3,7173.55,253532.96,0,2647,35833,4,2001-03-08,95.78124669437098,0.02829434878999559
55,9,3,4427.45,245143.93,0,3358,52149,7,2001-03-09,73.00295711733175,0.01806061443169325
55,10,3,5259.42,243073.28,0,3385,29984,2,2001-03-10,71.80894534711965,0.02163717871417212
55,11,3,18382.11,491745.57,1,4586,47093,6,2001-03-11,107.22755560401221,0.0373813433642117
55,12,3,17669.88,506023.99,1,4800,44428,7,2001-03-12,105.42166458333332,0.03491905591274438
56,1,1,18528.57,524956.19,1,5197,59356,2,2001-01-01,101.01138926303635,0.03529545960778175
56,2,1,5735.52,225148.4,0,2568,43573,4,2001-01-02,87.6746105919003,0.02547439821913014
56,3,1,6061.37,258648.31,0,3084,49666,4,2001-01-03,83.86780479896238,0.02343479452852408
56,4,1,7293.94,244903.75,0,2755,38098,3,2001-01-04,88.8942831215971,0.0297828840922199
56,5,1,5217.88,230731.0,0,2229,49521,4,2001-01-05,103.51323463436519,0.022614559812075535
56,6,1,2571.32,193117.16,0,2001,41003,7,2001-01-06,96.51032483758121,0.013314818838470906
56,7,1,5969.73,229623.01,0,2181,34777,3,2001-01-07,105.2833608436497,0.025997960744439327
56,8,1,4727.53,222476.69,0,3028,49302,8,2001-01-08,73.47314729194187,0.021249552031720714
56,9,1,5372.56,229572.72,0,3025,49904,2,2001-01-09,75.89180826446281,0.0234024321356649
56,10,1,4320.48,224856.61,0,3076,44988,6,2001-01-10,73.10032834850455,0.019214378443222106
56,11,1,17850.02,491584.02,1,4723,52110,6,2001-01-11,104.08300232902816,0.03631122915671669
56,12,1,17099.67,512616.83,1,5645,53434,3,2001-01-12,90.80900442869796,0.033357605523798343
56,1,2,18625.47,527187.08,1,5539,35607,4,2001-02-01,95.17730276223145,0.035329906036392245
56,2,2,6863.03,246380.96,0,3436,38033,4,2001-02-02,71.70575087310826,0.027855358628361544
56,3,2,6391.2,252064.22,0,2652,41662,2,2001-02-03,95.04684012066365,0.02535544314857539
56,4,2,5648.85,215078.33,0,2259,51900,4,2001-02-04,95.20953076582558,0.02626415222770235
56,5,2,3523.84,196134.72,0,1973,53303,3,2001-02-05,99.40938672072986,0.017966426342057133
56,6,2,3024.36,224386.73,0,2945,44337,3,2001-02-06,76.19243803056027,0.013478337154786293
56,7,2,5277.7,231913.49,0,3201,42316,4,2001-02-07,72.45032489846922,0.02275719277908327
56,8,2,4602.44,218602.7,0,2929,34354,2,2001-02-08,74.63390235575282,0.02105390281089849
56,9,2,5412.19,211191.21,0,2352,58165,4,2001-02-09,89.79218112244898,0.02562696619807235
56,10,2,5206.74,211346.68,0,2561,48689,7,2001-02-10,82.52506052323311,0.024636015100875965
56,11,2,18172.36,486607.8,1,5082,47932,3,2001-02-11,95.75123966942148,0.03734498296163769
56,12,2,19608.51,491386.24,1,4601,36223,3,2001-02-12,106.79987828732884,0.03990447514362632
56,1,3,20203.7,511070.02,1,4820,56406,8,2001-03-01,106.03112448132781,0.039532156474371166
56,2,3,5251.4,222704.98,0,2159,56497,6,2001-03-02,103.15191292264937,0.023580074410549774
56,3,3,6340.36,260243.02,0,2352,45806,7,2001-03-03,110.6475425170068,0.024363227878311588
56,4,3,1758.01,181494.41,0,2993,39920,7,2001-03-04,60.639629134647514,0.009686303837126443
56,5,3,5521.71,259696.85,0,3421,36766,4,2001-03-05,75.91255480853552,0.021262136987799427
56,6,3,4921.19,222993.12,0,2720,41762,2,2001-03-06,81.98276470588235,0.022068797458863303
56,7,3,7523.83,260056.71,0,2570,48295,7,2001-03-07,101.18938132295719,0.028931497287649297
56,8,3,5358.77,237201.37,0,3260,36429,8,2001-03-08,72.76115644171779,0.02259164860641404
56,9,3,5053.23,253141.37,0,2958,50508,5,2001-03-09,85.57855645706559,0.01996208679758666
56,10,3,6005.48,266850.69,0,3371,54417,2,2001-03-10,79.160691189558,0.022505019567309343
